hgnc_symbol,HH07,HH17,HH18,HH19,HH27
HIGD1AP8,3,0,0,0,0
HIGD1AP9,0,0,4,2,0
HIGD1B,2,0,0,0,4
HIGD1C,0,5,0,0,0
HIGD2A,1193,918,1025,919,831
HIGD2AP1,0,0,0,0,0
HIGD2AP2,0,0,0,0,0
HIGD2B,0,0,0,0,3
HIKESHI,1877,1913,1556,1404,1811
HILPDA,388,334,319,309,602
HINFP,790,1076,710,686,748
HINT1,11277,8693,9987,7540,10493
HINT1P1,0,0,0,0,0
HINT1P2,0,0,0,0,0
HINT2,23,11,4,6,7
HINT2P1,0,0,0,0,0
HINT3,1072,2123,1721,1235,1360
HIP1,9831,1728,1771,1830,2296
HIP1R,968,832,702,746,602
HIPK1,4280,4138,3078,2665,3623
HIPK1-AS1,6,5,4,6,0
HIPK2,4240,3290,3068,2214,6985
HIPK3,4956,5319,4418,4439,3516
HIPK4,39,15,14,22,16
HIRA,540,551,477,409,379
HIRAP1,0,0,0,0,0
HIRIP3,1730,538,485,443,585
HIVEP1,1172,1887,1509,1046,1541
HIVEP2,5898,4531,2956,3611,3762
HIVEP3,928,302,353,480,1600
HJURP,5205,553,579,665,1229
HJV,0,0,0,0,0
HK1,20107,8505,12014,10202,11044
HK2,1889,4154,3822,3327,2354
HK2P1,4,8,2,6,12
HK3,0,0,0,0,0
HKDC1,32,18,39,14,54
HLA-A,26972,42885,12071,33046,21815
HLA-B,7925,8775,5855,14071,12614
HLA-C,21578,17377,23889,19022,18397
HLA-DMA,103,234,204,227,119
HLA-DMB,0,6,7,2,0
HLA-DOA,0,6,2,6,0
HLA-DOB,9,20,30,1,10
HLA-DPA1,319,74,84,224,61
HLA-DPA2,0,0,0,0,0
HLA-DPA3,0,0,0,0,0
HLA-DPB1,1091,342,55,316,89
HLA-DPB2,1,0,0,0,0
HLA-DQA1,0,0,1,0,0
HLA-DQA2,0,0,1,0,0
HLA-DQB1,2,0,0,0,4
HLA-DQB1-AS1,0,0,0,0,0
HLA-DQB2,0,0,0,0,2
HLA-DQB3,0,0,0,0,0
HLA-DRA,0,114,42,28,4
HLA-DRB1,2,4,1,17,4
HLA-DRB5,0,0,1,15,0
HLA-DRB6,0,0,2,0,0
HLA-DRB9,0,1,0,0,0
HLA-E,15422,20777,18087,21843,12247
HLA-F,196,370,124,311,130
HLA-F-AS1,40,79,76,56,36
HLA-G,19,18,7,20,20
HLA-H,493,2034,211,1865,1200
HLA-J,11,13,0,11,2
HLA-K,63,214,98,246,286
HLA-L,152,241,146,147,174
HLA-N,0,0,0,0,0
HLA-P,0,0,0,0,0
HLA-S,0,0,0,0,0
HLA-T,0,0,0,5,0
HLA-U,3,7,0,2,21
HLA-V,0,3,4,6,15
HLA-W,3,6,0,2,0
HLA-Z,1,0,1,2,0
HLCS,2164,2604,2313,1722,2344
HLCS-IT1,0,0,0,0,0
HLF,0,4,0,0,0
HLFP1,0,0,0,0,0
HLTF,3270,2125,1567,1623,2051
HLTF-AS1,0,0,0,0,0
HLX,695,1550,755,638,464
HLX-AS1,5,12,19,17,5
HM13,11881,8872,10162,8200,9953
HM13-AS1,2,4,2,3,4
HM13-IT1,15,14,14,24,33
HMBOX1,527,558,626,412,622
HMBOX1-IT1,0,4,0,6,0
HMBS,1917,1041,1097,1106,1404
HMCES,2157,1440,1437,1072,1354
HMCN1,3312,7202,5150,5393,33547
HMCN2,10,2,2,8,4
HMG20A,1453,1576,1613,1169,1330
HMG20B,6030,2485,2393,2278,2790
HMGA1,27349,7635,7988,7895,13792
HMGA1P1,0,0,0,0,0
HMGA1P2,7,7,2,9,2
HMGA1P3,13,14,13,6,20
HMGA1P4,2,22,8,4,0
HMGA1P5,0,0,0,0,0
HMGA1P6,0,0,0,0,0
HMGA1P7,0,0,0,0,0
HMGA1P8,1,3,2,1,0
HMGA2,4349,974,3060,1711,2542
HMGA2-AS1,190,175,96,255,50
HMGB1,51394,19751,14336,17933,25175
HMGB1P1,56,12,18,20,28
HMGB1P10,65,29,5,18,25
HMGB1P11,0,0,0,0,0
HMGB1P12,0,0,0,0,0
HMGB1P13,0,0,0,0,0
HMGB1P14,17,9,7,15,0
HMGB1P15,0,0,0,0,0
HMGB1P16,0,0,0,0,0
HMGB1P17,0,0,0,0,0
HMGB1P18,0,0,0,0,0
HMGB1P19,1,2,0,0,0
HMGB1P20,0,0,0,0,0
HMGB1P21,0,2,2,1,1
HMGB1P22,0,0,0,0,0
HMGB1P23,0,0,0,0,0
HMGB1P24,30,14,0,6,6
HMGB1P25,0,0,0,0,0
HMGB1P26,0,0,0,0,0
HMGB1P27,0,4,6,6,0
HMGB1P28,0,0,0,0,0
HMGB1P29,0,0,0,0,0
HMGB1P3,4,0,0,0,0
HMGB1P30,0,0,0,0,0
HMGB1P31,10,25,12,6,11
HMGB1P32,0,0,0,0,0
HMGB1P33,0,0,0,0,0
HMGB1P35,0,0,0,0,0
HMGB1P36,0,0,0,0,0
HMGB1P37,48,18,14,32,30
HMGB1P38,0,0,0,0,0
HMGB1P39,2,0,0,0,0
HMGB1P4,2,0,0,0,0
HMGB1P40,0,0,0,0,0
HMGB1P41,0,4,0,0,0
HMGB1P42,0,0,0,0,0
HMGB1P44,0,0,0,0,0
HMGB1P45,0,0,0,0,0
HMGB1P46,0,0,0,0,0
HMGB1P47,0,0,0,0,0
HMGB1P48,0,0,0,0,0
HMGB1P49,0,0,0,2,0
HMGB1P5,413,182,109,159,210
HMGB1P50,0,0,0,0,0
HMGB1P51,0,0,2,0,0
HMGB1P6,1294,401,379,460,571
HMGB1P7,0,0,0,1,2
HMGB1P8,2,4,0,0,6
HMGB1P9,0,0,0,0,0
HMGB2,18914,4534,3765,4250,4546
HMGB2P1,0,0,0,0,0
HMGB3,5360,1167,1636,1119,2355
HMGB3P1,4,0,0,0,0
HMGB3P10,0,0,0,0,0
HMGB3P11,0,0,0,0,0
HMGB3P12,0,0,0,0,0
HMGB3P13,6,0,0,0,0
HMGB3P14,0,4,4,0,2
HMGB3P15,0,0,0,0,0
HMGB3P16,0,0,0,0,0
HMGB3P17,0,0,4,0,0
HMGB3P18,0,0,0,0,0
HMGB3P19,0,0,0,0,0
HMGB3P2,0,0,2,0,0
HMGB3P20,2,0,0,0,0
HMGB3P21,0,0,0,0,0
HMGB3P22,4,4,4,2,2
HMGB3P23,0,0,0,0,0
HMGB3P24,12,10,9,9,5
HMGB3P26,0,0,0,0,0
HMGB3P27,2,0,0,0,0
HMGB3P3,0,0,0,0,0
HMGB3P30,0,0,0,0,0
HMGB3P31,0,0,0,6,0
HMGB3P32,0,0,0,0,0
HMGB3P4,4,6,2,2,4
HMGB3P5,0,0,0,0,0
HMGB3P6,8,0,0,2,2
HMGB3P7,4,0,10,5,10
HMGB3P8,0,0,0,0,0
HMGB3P9,1,0,1,2,1
HMGB4,0,0,0,0,0
HMGCL,2492,2777,2574,2247,1898
HMGCLL1,0,0,0,0,0
HMGCR,8931,3916,5135,5018,6607
HMGCS1,8751,3548,5371,4677,8123
HMGCS2,0,2,0,0,0
HMGN1,17726,12513,12055,10817,13420
HMGN1P10,0,0,0,0,0
HMGN1P11,0,0,0,0,0
HMGN1P12,0,0,0,2,2
HMGN1P13,0,0,0,2,0
HMGN1P14,0,0,0,0,0
HMGN1P15,1,2,0,0,2
HMGN1P16,0,0,0,0,0
HMGN1P17,0,0,0,0,0
HMGN1P18,0,0,0,0,0
HMGN1P19,0,0,0,0,0
HMGN1P2,6,4,4,0,0
HMGN1P20,0,0,0,0,0
HMGN1P24,0,0,0,2,0
HMGN1P26,0,0,0,0,0
HMGN1P28,0,0,0,0,0
HMGN1P3,0,0,0,0,0
HMGN1P30,0,0,4,0,0
HMGN1P31,0,0,0,0,0
HMGN1P32,0,0,0,0,0
HMGN1P33,0,0,0,0,0
HMGN1P34,0,0,0,0,0
HMGN1P35,0,0,0,0,0
HMGN1P36,28,16,7,15,20
HMGN1P37,4,6,16,4,0
HMGN1P38,18,10,12,4,16
HMGN1P4,2,2,0,0,0
HMGN1P5,0,0,0,0,0
HMGN1P6,0,0,0,0,0
HMGN1P7,1,3,0,1,1
HMGN1P8,17,3,9,11,13
HMGN1P9,0,0,0,0,0
HMGN2,32290,9866,9622,9332,13786
HMGN2P10,0,0,0,0,2
HMGN2P11,0,0,0,0,0
HMGN2P13,0,0,0,0,0
HMGN2P15,2,3,2,3,5
HMGN2P16,0,0,0,0,0
HMGN2P17,5,0,3,0,0
HMGN2P18,0,0,0,0,0
HMGN2P19,0,0,0,0,0
HMGN2P20,0,0,0,0,0
HMGN2P21,0,0,0,0,2
HMGN2P22,0,0,0,0,0
HMGN2P23,0,0,0,0,0
HMGN2P24,0,0,0,0,0
HMGN2P25,0,0,0,0,4
HMGN2P26,0,0,0,0,0
HMGN2P27,0,0,0,0,2
HMGN2P28,2,3,0,2,5
HMGN2P3,414,132,145,118,144
HMGN2P30,0,0,0,0,0
HMGN2P31,0,0,0,0,0
HMGN2P32,0,0,0,0,0
HMGN2P34,0,0,0,0,0
HMGN2P35,0,0,0,0,0
HMGN2P36,0,0,0,0,0
HMGN2P38,0,0,0,0,0
HMGN2P39,0,0,0,0,0
HMGN2P4,15,5,7,7,9
HMGN2P40,0,0,0,0,0
HMGN2P41,1,0,0,0,0
HMGN2P46,12,12,13,3,21
HMGN2P47,0,0,0,0,0
HMGN2P5,277,78,69,88,118
HMGN2P6,6,2,0,3,2
HMGN2P7,6,0,0,4,0
HMGN2P8,0,0,0,0,0
HMGN2P9,0,0,0,0,0
HMGN3,1855,739,780,714,1355
HMGN3-AS1,123,83,78,69,55
HMGN3P1,0,0,0,0,0
HMGN4,3357,2957,2459,2411,2324
HMGN5,258,238,262,218,182
HMGXB3,5202,3819,4697,3728,3681
HMGXB4,3613,2659,1911,1938,2118
HMHB1,0,0,0,0,0
HMMR,2738,305,275,286,663
HMMR-AS1,1,0,0,0,0
HMOX1,9251,12124,10234,8777,12439
HMOX2,2757,2153,2126,1710,2186
HMSD,184,0,10,14,126
HMX1,0,0,0,0,0
HMX2,0,0,0,0,0
HMX3,0,0,0,0,0
HNF1A,0,0,0,0,0
HNF1A-AS1,0,0,0,0,0
HNF1B,1,2,0,2,0
HNF4A,0,1,0,0,0
HNF4A-AS1,0,0,0,0,0
HNF4G,0,0,0,0,0
HNF4GP1,0,0,0,0,0
HNMT,322,1371,1115,463,298
HNRNPA0,16446,18057,15480,12637,13549
HNRNPA1,76421,51155,38206,45323,51313
HNRNPA1L2,367,239,192,240,185
HNRNPA1P1,0,0,0,0,0
HNRNPA1P10,136,132,66,83,79
HNRNPA1P11,0,0,0,0,0
HNRNPA1P12,8,2,4,10,9
HNRNPA1P13,0,0,0,0,0
HNRNPA1P14,19,10,5,2,5
HNRNPA1P15,0,2,0,0,0
HNRNPA1P16,53,23,25,17,18
HNRNPA1P17,0,0,0,0,0
HNRNPA1P18,0,0,0,0,0
HNRNPA1P19,0,0,0,0,0
HNRNPA1P2,0,8,0,0,0
HNRNPA1P20,0,0,0,0,0
HNRNPA1P21,0,0,0,0,0
HNRNPA1P22,0,0,0,0,0
HNRNPA1P23,0,0,0,0,0
HNRNPA1P24,0,0,0,0,0
HNRNPA1P25,0,0,0,0,0
HNRNPA1P26,1,6,7,5,7
HNRNPA1P27,0,3,9,5,3
HNRNPA1P28,0,0,2,4,4
HNRNPA1P29,2,0,0,0,0
HNRNPA1P3,0,0,0,0,0
HNRNPA1P30,0,2,0,0,0
HNRNPA1P31,0,0,0,0,0
HNRNPA1P32,0,0,0,0,0
HNRNPA1P33,47,3,2,2,2
HNRNPA1P34,0,0,0,0,0
HNRNPA1P35,2,6,3,4,5
HNRNPA1P36,0,2,2,6,2
HNRNPA1P37,0,0,0,0,0
HNRNPA1P38,0,0,0,0,0
HNRNPA1P39,6,6,12,6,2
HNRNPA1P4,45,25,29,54,50
HNRNPA1P40,0,0,0,0,0
HNRNPA1P41,0,0,0,0,2
HNRNPA1P42,0,0,0,0,0
HNRNPA1P43,0,2,2,0,0
HNRNPA1P44,0,0,0,0,0
HNRNPA1P45,0,0,0,0,0
HNRNPA1P46,0,0,0,0,0
HNRNPA1P47,0,0,0,0,0
HNRNPA1P48,484,266,186,254,304
HNRNPA1P49,24,6,22,21,31
HNRNPA1P5,0,0,0,0,0
HNRNPA1P50,4,4,3,0,2
HNRNPA1P51,0,0,2,0,2
HNRNPA1P52,6,0,0,0,3
HNRNPA1P53,2,1,4,0,2
HNRNPA1P54,0,0,0,0,4
HNRNPA1P55,0,0,0,0,0
HNRNPA1P56,0,0,0,0,0
HNRNPA1P57,0,0,0,0,0
HNRNPA1P58,0,0,0,0,0
HNRNPA1P59,53,30,33,54,16
HNRNPA1P6,4,0,0,2,4
HNRNPA1P60,0,0,0,0,0
HNRNPA1P61,0,0,0,0,0
HNRNPA1P62,0,2,0,0,0
HNRNPA1P63,0,0,2,0,0
HNRNPA1P64,0,0,0,0,0
HNRNPA1P65,0,0,0,0,0
HNRNPA1P66,0,0,0,0,2
HNRNPA1P67,0,0,0,0,2
HNRNPA1P68,0,0,2,0,0
HNRNPA1P69,0,0,0,0,0
HNRNPA1P7,11,9,8,4,6
HNRNPA1P70,0,0,0,0,0
HNRNPA1P71,0,0,0,0,0
HNRNPA1P72,0,0,0,0,2
HNRNPA1P73,0,0,0,0,0
HNRNPA1P74,0,0,0,0,0
HNRNPA1P76,0,0,0,0,0
HNRNPA1P8,12,2,0,4,8
HNRNPA1P9,0,0,0,0,0
HNRNPA2B1,79434,41119,32672,36961,46066
HNRNPA3,32121,17877,15095,17217,22025
HNRNPA3P1,17,4,12,14,24
HNRNPA3P10,30,20,18,30,12
HNRNPA3P11,4,9,2,0,2
HNRNPA3P12,34,14,10,10,18
HNRNPA3P13,0,0,0,0,0
HNRNPA3P14,0,0,0,0,0
HNRNPA3P15,0,2,0,0,0
HNRNPA3P16,0,0,0,0,0
HNRNPA3P2,0,0,0,0,0
HNRNPA3P3,5,4,2,2,6
HNRNPA3P4,2,0,0,6,6
HNRNPA3P5,94,56,44,57,70
HNRNPA3P6,156,76,90,85,113
HNRNPA3P7,0,0,0,0,0
HNRNPA3P8,0,0,0,0,0
HNRNPA3P9,14,12,4,11,9
HNRNPAB,17855,8882,9204,7732,12032
HNRNPABP1,4,2,0,2,0
HNRNPC,41463,26957,24298,21509,29347
HNRNPCL1,30,32,22,27,22
HNRNPCL2,14,12,12,6,15
HNRNPCL3,0,0,0,0,0
HNRNPCL4,0,2,6,1,4
HNRNPCP1,86,31,34,38,35
HNRNPCP10,0,0,0,0,0
HNRNPCP2,245,139,157,148,187
HNRNPCP3,0,0,0,0,0
HNRNPCP4,8,4,2,4,2
HNRNPCP6,0,6,6,0,0
HNRNPCP7,13,1,8,14,4
HNRNPCP8,0,0,0,0,0
HNRNPCP9,0,0,0,0,0
HNRNPD,23714,11998,9060,10273,14567
HNRNPDL,23966,16543,13877,15930,18978
HNRNPDLP1,0,0,0,0,0
HNRNPDLP2,0,3,0,0,0
HNRNPDLP3,0,0,0,0,0
HNRNPDLP4,0,0,0,0,0
HNRNPDP1,4,0,4,0,4
HNRNPDP2,0,0,0,0,0
HNRNPF,18300,12479,10690,11902,12119
HNRNPFP1,0,0,0,0,0
HNRNPH1,28896,16253,14043,16933,17638
HNRNPH1P1,16,18,8,4,15
HNRNPH1P2,0,0,0,0,0
HNRNPH1P3,0,0,0,0,0
HNRNPH2,6881,6175,5957,5486,5595
HNRNPH3,11074,6698,5582,5442,7469
HNRNPH3P1,0,0,0,0,0
HNRNPK,56375,35859,31061,32269,36837
HNRNPKP1,14,2,0,0,2
HNRNPKP2,29,20,20,22,42
HNRNPKP3,0,0,0,0,0
HNRNPKP4,95,50,29,42,46
HNRNPKP5,0,0,0,0,0
HNRNPL,13109,8925,7079,6671,9141
HNRNPLL,4025,3040,2555,2526,3165
HNRNPLP1,4,8,2,2,4
HNRNPLP2,49,38,40,36,26
HNRNPM,21152,9776,8512,8633,12731
HNRNPMP1,0,0,2,0,0
HNRNPMP2,0,0,0,0,0
HNRNPR,18032,9599,9119,8466,11361
HNRNPRP1,2,4,2,10,0
HNRNPRP2,0,0,0,0,0
HNRNPU,33676,24779,18800,19728,23970
HNRNPUL1,29701,16763,12622,12623,16203
HNRNPUL2,5652,3215,3062,2748,3668
HNRNPUL2-BSCL2,0,0,0,0,0
HNRNPUP1,10,10,6,4,14
HOGA1,56,23,2,31,23
HOMER1,507,376,456,389,776
HOMER2,1178,319,127,393,668
HOMER2P1,0,0,0,0,0
HOMER2P2,0,0,0,0,0
HOMER3,5001,2540,2560,2858,2651
HOMER3-AS1,17,20,16,17,11
HOMEZ,646,581,429,530,486
HOOK1,2,0,0,0,0
HOOK2,1114,1312,1140,1020,915
HOOK3,6310,5329,4619,3887,5120
HOPX,0,4,2,0,28
HORMAD1,0,0,6,2,1
HORMAD2,0,0,0,0,0
HORMAD2-AS1,0,0,1,0,0
HOTAIR,0,0,316,0,0
HOTAIRM1,142,227,99,59,148
HOTTIP,0,2,0,2,0
HOXA-AS2,113,93,7,82,23
HOXA-AS3,96,36,4,88,6
HOXA1,153,160,76,109,38
HOXA10,1250,1894,1177,1345,244
HOXA10-AS,194,82,70,71,38
HOXA11,775,497,375,648,41
HOXA11-AS,54,37,31,53,0
HOXA13,71,36,13,32,2
HOXA2,41,7,12,22,14
HOXA3,205,121,4,154,23
HOXA4,51,28,6,10,5
HOXA5,352,183,32,414,32
HOXA6,83,45,2,129,2
HOXA7,420,325,73,219,39
HOXA9,1473,1314,717,922,219
HOXB-AS1,144,158,186,161,171
HOXB-AS2,36,57,41,40,168
HOXB-AS3,163,296,501,172,1022
HOXB-AS4,0,0,54,2,0
HOXB1,0,0,0,0,0
HOXB13,12,10,886,12,0
HOXB2,1405,1027,1382,990,2569
HOXB3,1678,1692,1859,1294,5123
HOXB4,832,1001,1106,656,1324
HOXB5,285,229,394,195,1089
HOXB6,598,512,773,315,1103
HOXB7,1176,756,1119,687,991
HOXB8,12,16,323,8,86
HOXB9,2,4,706,4,34
HOXC-AS1,34,36,150,26,23
HOXC-AS2,2,5,236,2,4
HOXC-AS3,0,0,152,0,0
HOXC10,0,39,3511,6,8
HOXC11,0,2,656,0,0
HOXC12,0,0,0,0,0
HOXC13,2,0,3,0,0
HOXC13-AS,0,0,0,0,0
HOXC4,786,1290,972,613,1745
HOXC5,44,45,38,30,155
HOXC6,2125,3359,3382,2091,2535
HOXC8,2682,5050,3409,2680,3267
HOXC9,342,523,1284,346,410
HOXD-AS2,548,173,34,320,36
HOXD1,5,15,2,21,78
HOXD10,2703,687,0,1277,4
HOXD11,1250,291,0,652,0
HOXD12,10,4,0,8,2
HOXD13,184,31,0,178,0
HOXD3,56,80,49,62,70
HOXD4,95,99,42,57,139
HOXD8,1793,1246,795,1094,1252
HOXD9,1824,866,303,1017,720
HP,0,0,0,0,0
HP1BP3,18932,14614,10719,11353,11291
HPCA,2,4,2,12,3
HPCAL1,2119,916,853,1029,1325
HPCAL4,0,4,0,0,0
HPD,13,15,2,16,4
HPDL,124,44,24,34,118
HPF1,1641,1273,950,935,1153
HPGD,0,6,0,0,0
HPGDS,0,0,0,0,0
HPN,0,0,0,1,0
HPN-AS1,0,0,0,0,0
HPR,0,0,2,0,2
HPRT1,2308,1072,987,966,1062
HPRT1P1,0,0,0,0,0
HPRT1P2,0,0,0,0,0
HPRT1P3,0,0,0,0,0
HPS1,7284,8804,6989,4565,5082
HPS3,2325,1556,1226,1281,1745
HPS4,2239,2322,2046,1620,1741
HPS5,2632,4354,3054,1924,2503
HPS6,2082,1650,1324,1298,1570
HPSE,126,254,52,80,55
HPSE2,0,0,0,5,0
HPX,103,40,25,36,43
HPYR1,0,0,0,0,0
HR,218,216,378,382,43
HRAS,3589,2163,2221,1936,2921
HRC,2,0,4,0,1
HRCT1,49,138,44,36,209
HRG,0,0,0,0,0
HRH1,1991,1372,860,1023,968
HRH2,0,12,0,0,8
HRH3,0,0,0,0,0
HRH4,0,8,2,2,2
HRK,0,36,249,60,78
HRNR,46,34,82,27,11
HROB,644,112,85,134,182
HS1BP3,2749,2845,2653,2234,2174
HS1BP3-IT1,0,16,10,16,0
HS2ST1,2156,2024,1971,1865,1651
HS3ST1,0,0,0,0,0
HS3ST2,40,2,12,18,2
HS3ST3A1,3872,738,1351,1465,703
HS3ST3B1,2583,1424,1574,2436,1247
HS3ST4,0,0,0,0,0
HS3ST5,2,8,10,2,2
HS3ST6,0,0,0,0,0
HS6ST1,4768,3426,2344,3588,8807
HS6ST1P1,6,4,4,7,6
HS6ST2,0,0,2,0,0
HS6ST2-AS1,0,0,0,0,0
HS6ST3,2,10,0,0,0
HSBP1,11428,13874,10925,16935,10920
HSBP1L1,664,1110,701,868,169
HSBP1P1,0,0,0,0,0
HSBP1P2,0,0,0,0,0
HSCB,453,459,592,365,312
HSD11B1,24,14,110,2,0
HSD11B1-AS1,2,17,6,0,4
HSD11B1L,232,364,253,287,212
HSD11B2,12,6,0,4,10
HSD17B1,188,165,193,190,86
HSD17B10,3269,2897,2736,1913,2731
HSD17B11,1325,1328,889,1317,820
HSD17B12,3114,2951,3457,1707,2370
HSD17B13,5,4,0,2,0
HSD17B14,887,2724,3076,1859,2009
HSD17B1P1,68,71,61,61,36
HSD17B2,0,16,12,26,4
HSD17B3,0,0,0,0,0
HSD17B3-AS1,0,0,0,0,0
HSD17B4,5339,5828,5377,4438,4516
HSD17B6,55,28,12,18,77
HSD17B7,620,318,473,351,312
HSD17B7P1,0,0,0,0,0
HSD17B7P2,103,84,63,42,30
HSD17B8,125,62,19,64,66
HSD3B1,0,0,0,0,0
HSD3B2,0,0,0,0,0
HSD3B7,719,447,321,605,286
HSD3BP1,0,0,0,0,0
HSD3BP2,0,0,0,0,0
HSD3BP3,0,0,0,0,0
HSD3BP4,0,0,1,0,0
HSD3BP5,0,12,2,1,6
HSDL1,1784,1793,1399,1383,1587
HSDL2,4335,3701,2613,2445,2215
HSF1,4358,4239,4187,3346,3680
HSF2,1119,865,705,722,923
HSF2BP,46,81,75,53,86
HSF4,114,281,166,175,122
HSF5,0,0,0,0,0
HSFX1,0,2,14,4,0
HSFX2,12,0,0,0,2
HSFX3,2,0,0,1,3
HSFX4,0,0,0,0,2
HSFY1,0,0,0,0,0
HSFY1P1,0,0,0,0,0
HSFY2,0,0,0,0,0
HSFY3P,0,5,4,4,0
HSFY4P,0,0,0,0,0
HSFY5P,0,0,0,0,0
HSFY6P,0,0,0,0,0
HSFY7P,0,0,0,0,0
HSFY8P,0,0,0,0,0
HSH2D,0,0,0,2,0
HSP90AA1,78179,45281,44805,50654,52814
HSP90AA2P,122,106,78,86,84
HSP90AA4P,4,0,2,6,8
HSP90AA5P,0,1,0,0,0
HSP90AA6P,2,2,0,0,0
HSP90AB1,55288,42129,40355,35465,50142
HSP90AB2P,16,44,8,4,28
HSP90AB3P,68,52,58,64,68
HSP90AB4P,6,6,0,4,0
HSP90AB6P,0,0,0,0,0
HSP90AB7P,0,0,0,0,0
HSP90B1,63612,41281,39539,43782,84609
HSP90B2P,22,12,14,26,18
HSP90B3P,0,0,0,0,0
HSPA12A,1760,703,1019,807,727
HSPA12B,28,76,16,41,18
HSPA13,5700,6080,4571,4164,5595
HSPA14,871,556,415,432,436
HSPA1A,3700,3119,2884,2297,2230
HSPA1B,1073,1377,1311,899,859
HSPA1L,66,136,102,86,68
HSPA2,5667,1250,2484,2110,1632
HSPA4,11790,9229,10756,8682,9079
HSPA4L,281,733,713,363,244
HSPA5,46943,42397,37444,31656,65391
HSPA5P1,24,22,42,18,50
HSPA6,19,4,11,8,10
HSPA7,5,4,3,6,4
HSPA8,90530,54281,61504,53079,57749
HSPA8P1,24,20,16,20,28
HSPA8P11,1,0,0,0,3
HSPA8P13,0,0,0,0,0
HSPA8P14,0,2,0,0,0
HSPA8P15,10,28,8,9,12
HSPA8P16,2,0,0,0,0
HSPA8P17,0,0,0,0,0
HSPA8P18,0,1,0,0,0
HSPA8P19,0,0,0,0,0
HSPA8P20,0,0,0,0,0
HSPA8P3,4,0,0,0,2
HSPA8P4,5,2,3,2,3
HSPA8P5,8,6,10,8,12
HSPA8P6,0,0,0,0,0
HSPA8P7,2,8,12,2,6
HSPA8P8,0,0,0,0,0
HSPA8P9,14,0,8,6,16
HSPA9,18259,18905,16645,15838,20685
HSPA9P1,20,4,8,10,28
HSPB1,42729,24068,34925,23958,30388
HSPB11,2045,1243,1097,1046,1375
HSPB1P1,24,18,24,18,16
HSPB1P2,12,6,8,8,14
HSPB2,44,18,27,13,5
HSPB2-C11orf52,0,0,0,0,0
HSPB3,443,202,451,625,146
HSPB6,5776,4722,8339,4652,1139
HSPB7,18719,13418,23101,15090,4420
HSPB8,3082,1288,2002,1322,1643
HSPB9,8,20,4,2,2
HSPBAP1,375,322,247,291,318
HSPBP1,3059,2254,1842,1630,2309
HSPD1,16947,11509,11455,10008,13565
HSPD1P1,24,34,16,41,26
HSPD1P10,0,0,3,2,4
HSPD1P11,53,185,56,90,18
HSPD1P12,4,4,0,0,4
HSPD1P14,0,0,0,0,0
HSPD1P15,0,0,0,0,0
HSPD1P16,0,0,0,0,0
HSPD1P18,0,0,0,0,0
HSPD1P2,0,0,0,2,0
HSPD1P21,0,0,0,0,0
HSPD1P3,0,0,0,0,0
HSPD1P4,22,24,12,6,6
HSPD1P5,2,2,0,0,0
HSPD1P6,2,4,4,0,0
HSPD1P7,0,0,0,0,2
HSPD1P8,0,0,0,0,0
HSPD1P9,0,0,1,0,0
HSPE1,1092,683,713,726,999
HSPE1-MOB4,0,0,0,0,0
HSPE1P1,0,0,0,0,0
HSPE1P10,0,0,0,0,0
HSPE1P11,0,5,0,0,0
HSPE1P12,0,0,0,0,0
HSPE1P13,1,0,0,0,0
HSPE1P14,0,0,5,0,0
HSPE1P16,0,0,0,0,0
HSPE1P18,0,0,0,0,0
HSPE1P19,0,0,0,0,0
HSPE1P2,4,8,10,8,8
HSPE1P20,0,0,0,0,0
HSPE1P21,4,0,0,0,2
HSPE1P22,0,0,0,0,0
HSPE1P23,0,0,0,0,0
HSPE1P24,0,0,0,0,0
HSPE1P25,0,0,0,0,0
HSPE1P26,5,13,6,21,4
HSPE1P27,2,0,0,2,0
HSPE1P28,0,0,0,0,0
HSPE1P3,3,11,5,4,2
HSPE1P4,20,1,2,0,12
HSPE1P5,2,0,2,2,0
HSPE1P6,0,0,2,0,2
HSPE1P7,0,2,0,2,2
HSPE1P8,2,8,5,0,0
HSPE1P9,0,0,0,0,0
HSPG2,57589,75210,74924,62075,50922
HSPH1,7358,4826,5266,4524,4417
HTATIP2,1842,1972,2324,2384,1185
HTATSF1,4943,3050,2891,2881,2991
HTATSF1P1,0,0,0,0,0
HTATSF1P2,0,0,0,0,0
HTD2,13,2,1,3,1
HTN1,0,0,0,0,0
HTN3,0,0,0,0,0
HTR1A,0,0,0,0,0
HTR1B,0,0,15,0,5
HTR1D,0,2,40,2,17
HTR1DP1,0,4,0,1,0
HTR1E,0,0,0,0,0
HTR1F,59,4,47,2,0
HTR2A,28,124,284,110,116
HTR2A-AS1,0,0,0,0,0
HTR2B,34,8,808,6,3
HTR2C,0,0,0,0,0
HTR3A,0,0,0,0,0
HTR3B,0,0,0,0,0
HTR3C,0,0,0,0,0
HTR3C2P,0,0,0,0,0
HTR3D,0,0,0,0,0
HTR3E,0,0,0,0,0
HTR3E-AS1,0,0,0,0,0
HTR4,2,0,0,0,0
HTR5A,0,0,0,0,0
HTR5A-AS1,0,0,0,0,0
HTR5BP,1,5,6,4,1
HTR6,4,4,0,0,0
HTR7,303,4,28,14,94
HTR7P1,847,1022,470,673,416
HTRA1,23911,25030,33381,26837,25949
HTRA2,2321,1579,1438,1337,1331
