"","SYMBOL","HH07","HH17","HH18","HH19","HH27"
"3849","CSRNP2",2809,2367,2181,1881,2280
"3850","CAMKK2",4019,3628,3762,3245,3200
"3851","BIN2",0,0,0,4,0
"3852","IL23A",23,38,24,37,17
"3853","ATP5F1B",38910,23785,24421,20922,30355
"3854","PTGES3",16430,10161,8783,7800,10821
"3855","SYT10",0,0,0,0,0
"3856","BCL7A",1427,658,548,641,1145
"3857","RSRC2",5054,4737,3458,3637,3527
"3858","CYP27B1",38,34,46,17,90
"3859","MYF6",8,4,2,0,8
"3860","MYF5",0,0,0,0,0
"3861","LIN7A",833,363,419,275,573
"3862","KRT18",373,48,2210,153,94
"3863","ACSS3",541,441,1142,743,444
"3864","TNS2",5663,5754,5707,4675,2931
"3865","GLI1",152,35,89,51,165
"3866","PPM1H",72,70,256,82,215
"3867","METAP2",8428,5610,5065,5276,6575
"3868","LTA4H",2399,3034,3372,2293,2728
"3869","ELK3",8061,3670,2496,3979,4590
"3870","SLC6A12",8,0,0,0,0
"3871","WNT5B",11917,4920,4451,4809,12508
"3872","MAGOHB",1743,1036,1145,894,1754
"3873","TRPV4",337,450,350,277,129
"3874","ITFG2",1259,1023,870,850,855
"3875","FOXM1",10280,1290,905,1146,2567
"3876","PRH1",17,11,13,19,2
"3877","PRR4",17,11,13,19,2
"3878","PRMT8",1,0,0,0,0
"3879","PARP11",644,674,691,537,677
"3880","ARPC3",9492,5732,6872,6249,7350
"3881","GPN3",1960,1410,1066,1048,1180
"3882","VPS29",4884,3206,3348,2957,3376
"3883","FGF6",0,0,0,0,0
"3884","MYL2",0,0,0,0,0
"3885","RAD51AP1",2163,359,262,313,481
"3886","CUX2",6,0,0,0,0
"3887","SH2B3",9731,2624,2817,1949,4382
"3888","AKAP3",30,45,16,24,20
"3889","MANSC1",310,446,288,290,128
"3890","KCNA1",24,0,0,0,6
"3891","DUSP16",632,588,490,502,554
"3892","CREBL2",3436,4744,3576,3554,2488
"3893","ACAD10",1029,841,760,830,678
"3894","ALDH2",873,3150,964,1958,1389
"3895","CDKN1B",2882,3014,2037,2118,1988
"3896","GPRC5D",8,4,4,0,2
"3897","NAA25",2225,1861,1572,1377,1918
"3898","GSG1",56,290,13,52,18
"3899","SCNN1A",7,44,24,34,10
"3900","LTBR",8057,12947,9329,8598,6998
"3901","OGFOD2",55,53,41,44,56
"3902","CDK2AP1",11906,6585,7282,6652,8051
"3903","OAS3",1130,384,867,917,922
"3904","OAS2",218,176,140,402,106
"3905","ART4",0,0,0,0,0
"3906","MGP",127,263,604,77,10
"3907","RASAL1",0,0,0,0,0
"3908","ARHGDIB",2159,194,130,232,111
"3909","GTF2H3",3612,2744,2205,2193,2201
"3910","EIF2B1",4282,3116,2704,2391,2929
"3911","DDX55",1523,1353,1118,1089,1112
"3912","SLC38A1",4689,21051,11444,8696,6550
"3913","RERGL",0,0,2,0,0
"3914","ENDOU",12,5,2,4,12
"3915","C12orf49",3691,3237,3607,2484,3147
"3916","VDR",1863,5845,5538,2960,2173
"3917","FZD10",10,0,2,0,0
"3918","RFC5",1460,396,360,401,617
"3919","STX2",4536,4188,2732,3214,4312
"3920","ADGRD1",77,16310,41,1325,12
"3921","COPZ1",8524,7962,7296,6464,8001
"3922","TBC1D30",16,32,23,1,37
"3923","CAND1",9624,9809,9006,6730,8259
"3924","IL26",0,0,0,0,0
"3925","IFNG",0,0,0,0,0
"3926","RAB5B",10066,10227,9072,7345,7464
"3927","MDM1",953,855,774,596,706
"3928","NUP107",3722,1672,1359,1226,1887
"3929","CNOT2",4179,4524,3890,3427,3645
"3930","TIMELESS",4702,1276,1270,1115,1574
"3931","CPSF6",5637,3721,3361,3291,4288
"3932","KRR1",2064,1773,1435,1492,1627
"3933","MRPL51",9274,5844,6562,5001,6363
"3934","GAPDH",166199,105607,108961,103719,127240
"3935","NOP2",49,60,53,38,48
"3936","CHD4",864,573,794,582,679
"3937","ACRBP",6,14,2,5,8
"3938","UHRF1BP1L",3108,2361,1981,1890,2019
"3939","COPS7A",7367,7117,7012,5142,6136
"3940","ING4",1190,2112,1493,1419,1321
"3941","GNB3",353,199,196,195,281
"3942","CDCA3",4743,464,356,451,955
"3943","CHPT1",2316,2391,2058,1971,2044
"3944","USP5",10375,6170,6317,4659,5735
"3945","TPI1",33553,21757,20318,19776,22201
"3946","GNPTAB",3641,5707,7023,3128,2954
"3947","SPSB2",798,627,882,464,766
"3948","LOC105369632",798,627,882,464,766
"3949","ENO2",2632,2114,1341,1896,2038
"3950","ATN1",11937,11478,8608,6446,7961
"3951","C12orf57",791,885,824,781,808
"3952","PTPN6",31,8,4,4,22
"3953","LPCAT3",572,947,690,786,868
"3954","NT5DC3",1095,421,462,373,680
"3955","SLCO1B3",0,0,0,0,0
"3956","APOBEC1",0,0,0,0,0
"3957","NANOG",0,0,0,0,0
"3958","SUDS3",3561,3496,2876,2661,2956
"3959","GOLT1B",4549,3741,4414,3500,6053
"3960","GYS2",0,0,0,0,0
"3961","LDHB",523,304,419,455,482
"3962","PRKAB1",1265,1204,1243,904,1042
"3963","CMAS",2531,1854,2088,1862,1728
"3964","HCFC2",3076,2607,1914,2204,1798
"3965","ST8SIA1",32,85,34,22,145
"3966","CLEC4A",0,2,0,4,0
"3967","C2CD5",2683,2356,1782,1601,1827
"3968","AICDA",0,10,16,10,2
"3969","RAB35",8281,5666,4743,4359,5537
"3970","PHC1",1185,1244,899,941,1191
"3971","COX6A1",1295,954,1025,983,924
"3973","RFX4",0,0,0,0,0
"3974","RIC8B",874,630,630,511,625
"3975","SRSF9",7653,5783,5544,4785,5461
"3977","FGFR1OP2",2508,2308,1948,1831,2022
"3978","KLRB1",1,1,0,0,1
"3979","COL12A1",110063,367091,314355,249529,101928
"3980","BTN3A3",672,584,942,1059,859
"3981","TDP2",2919,2467,2804,1971,2360
"3982","FRK",48,66,230,86,70
"3983","DSE",5294,14530,12589,8218,11065
"3984","RWDD1",4181,3766,3796,3409,4111
"3985","RSPH4A",24,20,17,9,28
"3986","MAK",13,19,12,11,18
"3987","TMEM14C",7895,8445,8817,7402,7477
"3988","PAK1IP1",1885,1242,1135,1098,1532
"3989","GCNT2",10,2,6,0,0
"3990","SMIM8",443,364,279,296,355
"3991","LINC01590",443,364,279,296,355
"3992","NEDD9",993,2868,2871,1139,1934
"3993","CEP85L",1065,860,743,580,1333
"3994","ADTRP",179,64,98,18,20
"3995","ASF1A",1032,594,837,532,1017
"3996","MCM9",449,472,340,358,451
"3997","FAM184A",10,2,0,8,2
"3998","RNGTT",1952,1178,1262,986,1226
"3999","MAN1A1",4454,6183,3974,6046,3495
"4000","GABRR2",29,7,8,15,19
"4001","SERINC1",18359,23309,20706,18532,18912
"4002","HDDC2",2806,3389,2573,2073,2774
"4003","TPD52L1",166,1136,1742,217,1095
"4004","HINT3",1072,2123,1721,1235,1360
"4005","NCOA7",987,2372,2406,1155,1289
"4006","RIPOR2",648,903,1286,508,54
"4007","SASH1",12896,12305,8734,12990,9150
"4008","UST",2014,1784,1228,1459,1546
"4009","ULBP1",381,985,855,393,1161
"4010","FBXO5",2652,628,509,494,847
"4011","MTRF1L",1434,849,816,877,984
"4012","PPARD",5544,4121,4492,2715,3615
"4013","OPRM1",0,0,0,0,0
"4014","FANCE",1003,333,522,302,419
"4015","TULP1",18,17,21,10,5
"4016","SLC26A8",0,5,0,7,2
"4017","MAPK14",5762,4478,4011,3759,3834
"4018","RHAG",0,0,0,0,0
"4019","KCTD20",8810,8417,8997,6382,10742
"4020","STK38",6268,6290,4470,4157,3778
"4021","SRSF3",25087,12735,12154,12222,16438
"4022","SOD2",3413,10456,20072,9936,6389
"4023","MRPL18",4266,3085,2828,2748,3219
"4024","IL17A",0,2,0,0,0
"4025","IL17F",0,0,0,0,0
"4026","MCM3",8282,2049,1836,1914,2865
"4027","RNF8",1288,1073,1064,969,1051
"4028","PHACTR1",206,173,226,178,117
"4029","MDGA1",991,2157,2330,1321,791
"4030","ICK",2550,1588,1684,1251,3863
"4031","FBXO9",3488,3576,3043,2735,3060
"4032","CD83",40,82,24,90,96
"4033","MDN1",3916,4140,3640,2830,3370
"4034","GLP1R",0,0,2,0,0
"4035","SAYSD1",762,872,833,620,772
"4036","BMP5",0,0,0,0,0
"4037","BACH2",26,25,30,68,110
"4038","RBM24",899,258,296,356,357
"4039","CAP2",2261,2125,2854,1500,3145
"4040","TREML2",0,0,0,0,6
"4041","ZNF451",2097,2046,1645,1604,1616
"4042","BAG2",3809,5668,4016,5223,3038
"4043","RAB23",3660,4293,4262,3002,3349
"4044","TSPO2",0,0,0,0,1
"4045","FHL5",0,0,0,0,0
"4046","GPR63",32,22,40,7,86
"4047","KHDRBS2",0,0,0,0,0
"4048","FBXL4",1444,1635,1194,1074,999
"4049","CCNC",2391,1890,1791,1556,2130
"4050","PRDM13",0,0,0,0,0
"4051","E2F3",2407,2089,1705,1482,2094
"4052","PTP4A1",49,60,73,55,30
"4053","SIM1",1041,773,1047,812,395
"4054","ASCC3",6498,7007,6009,4783,5799
"4055","HDGFL1",0,0,0,0,0
"4056","BVES",2760,2721,2002,2175,2460
"4057","COL9A1",0,0,0,0,0
"4058","MED23",3254,2744,2752,2616,2385
"4059","WASF1",1816,3129,1458,1957,1393
"4060","GPLD1",2,8,20,2,2
"4061","ALDH5A1",30,60,106,62,40
"4062","CRYBG1",2111,1690,1906,1298,3345
"4063","VNN1",0,0,0,0,0
"4064","VNN2",2,2,4,6,0
"4065","ACOT13",1050,904,1183,826,1322
"4066","SMAP1",566,644,563,434,538
"4067","RPS12",26192,31191,29075,29263,29519
"4068","C6orf62",16388,13608,11616,10818,11419
"4069","B3GAT2",12,27,6,11,13
"4070","GMNN",2582,705,611,734,1083
"4071","EYA4",18,0,5,8,6
"4072","SOBP",259,127,565,147,86
"4073","NR2E1",0,0,0,0,0
"4074","SNX3",13508,16350,14020,11237,10572
"4075","SLC17A2",0,0,0,0,0
"4076","HBS1L",4547,3316,3340,2830,3555
"4077","TRIM38",1878,2220,1994,1875,1433
"4078","PEX7",493,278,312,294,332
"4079","ZBTB24",1073,930,775,887,786
"4080","FIG4",1547,1823,1777,1422,1054
"4081","PERP",4363,6287,10508,2348,2316
"4082","ARFGEF3",2,270,28,10,6
"4083","SLC16A10",0,0,0,0,0
"4084","HECA",1352,1447,1533,1173,1411
"4085","ADGRG6",540,2536,648,440,948
"4086","PHACTR2",8109,4401,5974,3361,2708
"4087","EPM2A",429,370,502,300,367
"4088","OR12D3",0,0,0,0,0
"4089","SLC39A7",17256,17144,20364,15224,18906
"4090","CCR6",0,0,0,0,0
"4091","UNC93A",0,0,0,0,0
"4092","SLC22A2",0,0,0,0,0
"4093","PHF1",4136,4318,3533,2705,2656
"4094","CUTA",14596,8862,8262,7808,8744
"4095","PACRG",2,12,8,10,3
"4096","QKI",12209,9461,7844,7780,9109
"4097","C6orf118",0,0,0,1,0
"4098","PDE10A",18,24,434,6,49
"4099","LINC00473",18,24,434,6,49
"4100","MDFI",6,16,2,0,30
"4101","TFEB",179,243,370,149,189
"4102","SMOC2",0,4,0,6,0
"4103","CCND3",5048,1850,2447,1645,2692
"4104","BYSL",1741,1240,1119,865,1459
"4105","FAM120B",3031,2969,2460,2092,2247
"4106","TBP",1221,1029,825,818,858
"4107","GUCA1B",20,10,24,19,5
"4108","PRPH2",262,235,141,63,104
"4109","BICRAL",1280,1416,757,850,933
"4110","PPP2R5D",2908,1518,1411,1376,1580
"4111","MRPL2",1621,1454,1363,1138,1327
"4112","PTK7",10827,30505,21389,19964,36148
"4113","SRF",4878,4951,3970,3072,5940
"4114","CUL9",1991,1993,1689,1422,1116
"4115","DNPH1",2517,2441,2597,2650,2426
"4116","DUSP22",877,1474,1184,766,968
"4117","EXOC2",1890,1706,1695,1480,1707
"4118","COX7A2",8276,5356,5876,4949,7409
"4119","TMEM30A",21901,17174,18138,16180,15454
"4120","GMDS",686,768,797,488,704
"4121","SENP6",4629,4849,3547,3752,3936
"4122","IMPG1",14,10,1,19,6
"4123","VEGFA",1995,13466,8233,6456,11556
"4124","PRPF4B",6446,5305,4544,4347,4784
"4125","TTK",2689,238,238,298,682
"4126","SLC29A1",1139,823,750,592,593
"4127","CCN6",8,10,8,0,10
"4128","BTN2A1",3441,2605,1983,1839,2669
"4129","LAMA4",30651,51522,40289,44536,3327
"4130","TENT5A",3766,2013,2539,4293,8303
"4131","CLIC5",2,0,4,0,4
"4132","FBRSL1",1787,1678,1404,973,1390
"4133","ENPP5",8,78,4,64,0
"4134","LY86",0,0,0,0,0
"4135","PRSS16",2,2,0,2,0
"4136","MEP1A",0,0,0,0,0
"4137","TBX18",3881,2365,4755,2175,1027
"4138","ERBIN",12444,11966,9529,8350,9106
"4139","PCDHB2",39,223,124,126,78
"4140","HARS2",2010,1596,1435,1439,1226
"4141","NUDT12",1188,902,909,832,649
"4142","CEP72",316,79,117,74,134
"4143","MAN2A1",8979,16510,13565,9185,11276
"4144","SEMA5A",1927,64131,15243,13218,3521
"4145","C7",0,0,0,8,0
"4146","TENT4A",3197,1708,1591,1366,2111
"4147","GHR",194,365,290,166,142
"4148","HMGCS1",8751,3548,5371,4677,8123
"4149","DAP",9962,8183,11102,6400,13107
"4150","NME5",10,75,106,16,20
"4151","BRD8",4812,3755,2659,2924,2317
"4152","KIF20A",10364,922,776,1187,1887
"4153","NNT",5817,5182,5504,3895,4557
"4154","MRPS30",1466,1599,1337,1123,1171
"4155","HSPA9",18259,18905,16645,15838,20685
"4156","MRPS27",3484,3034,2403,2394,2658
"4157","PFDN1",3744,2158,2575,1988,3134
"4158","HBEGF",498,74,116,82,946
"4159","SLC4A9",2,0,0,0,0
"4160","LOX",65087,77030,73576,55516,91560
"4161","GZMK",0,0,0,0,0
"4162","CDH9",0,0,8,0,0
"4163","APBB3",709,725,604,579,555
"4164","TMCO6",593,434,324,252,248
"4165","SPARC",180118,311961,338147,224007,506517
"4166","IK",7335,5569,4682,4561,5143
"4167","HMGCR",8931,3916,5135,5018,6607
"4168","CERT1",3091,5191,4429,3189,2674
"4169","FAF2",5963,5534,4881,4331,3996
"4170","HAND1",2,0,0,0,10
"4171","PCDHB3",2,30,35,24,13
"4172","PCDHB5",28,67,20,65,84
"4173","PCDHB6",12,51,38,41,20
"4174","PCDHB7",43,127,123,109,18
"4175","PDE8B",208,119,92,65,179
"4176","CLK4",1574,1722,1064,1483,1002
"4177","PCDHB15",27,108,35,25,50
"4178","HAVCR1",0,0,0,0,0
"4179","GRM6",0,4,4,8,2
"4180","ITK",4,18,8,6,10
"4181","RNF130",2004,2761,2225,1492,1841
"4182","THG1L",958,904,797,808,897
"4183","ARSB",5465,7779,10258,3337,5045
"4184","CLINT1",6503,5387,6384,4984,6621
"4185","THBS4",51,73,15,197,21
"4186","CNOT6",3027,2419,1733,1762,1988
"4187","IL12B",10,0,4,2,0
"4188","BTNL8",0,0,0,0,0
"4189","TTC1",3498,3411,3124,2499,3226
"4190","MSH3",1256,961,1138,844,1079
"4191","RASGRF2",100,63,267,22,11
"4192","GABRG2",0,0,0,0,0
"4193","CCNG1",7000,7363,6889,7589,6558
"4194","POLR3G",330,132,252,150,323
"4195","DROSHA",3681,3145,2332,1967,2558
"4196","CDH6",32,1639,163,188,963
"4197","LMNB1",8707,1131,843,1300,2880
"4198","ARRDC3",2707,4628,2260,3724,2331
"4199","GOLPH3",6613,7026,5607,4579,5942
"4200","SUB1",9605,8518,7629,7926,7814
"4201","NPR3",3136,6457,2453,2927,2422
"4202","FAM172A",1790,2100,1741,1415,1670
"4203","SLC27A6",0,38,44,12,6
"4204","TARS1",10019,13525,9853,9269,12346
"4205","IRX4",0,0,0,2,0
"4206","LNPEP",4231,3681,3399,3067,3211
"4207","PDE4D",331,786,450,164,385
"4208","RAD1",2254,3096,2392,1882,1332
"4209","BRIX1",1566,1652,1317,1001,932
"4210","AGXT2",0,0,0,0,0
"4211","PRLR",2265,146,34,484,24
"4212","SLC12A7",146,1354,265,429,26
"4213","IL4",2,3,9,9,1
"4214","RAD50",492,585,359,353,369
"4215","IL5",2,0,0,0,0
"4216","ST8SIA4",8,20,6,18,38
"4217","GNPDA1",3618,7357,5561,5791,3529
"4218","PCDH12",17,38,26,28,7
"4219","SKP1",7199,7256,7170,6067,5650
"4220","NUP155",3498,1675,1290,1210,1671
"4221","PPP2CA",6894,3667,3655,3159,4831
"4222","FGF1",1639,2156,1050,2441,1075
"4223","NR3C1",15868,14442,7305,14944,7991
"4224","C5orf15",5488,5487,4277,4449,4363
"4225","PPWD1",2281,2397,1760,1884,1680
"4226","LIFR",2211,1099,925,1120,1546
"4227","TRIM23",1230,1504,1274,1269,1100
"4228","TRAPPC13",1068,1101,820,779,1032
"4229","C9",6,18,42,15,0
"4230","SEC24A",3409,2924,3199,2402,3374
"4231","TXNDC15",5770,4684,4769,4055,5936
"4232","TTC33",754,537,458,450,563
"4233","RARS1",8340,5111,5636,5375,6712
"4234","WWC1",1011,186,120,226,528
"4235","MACROH2A1",8018,5568,4883,4837,5916
"4236","TCERG1",6101,3692,3222,3454,4141
"4237","DPYSL3",13711,10628,7159,7909,10621
"4238","SMAD5",6388,5041,4195,4726,4161
"4239","CSNK1A1",11455,11378,8072,9658,9007
"4240","HMGXB3",5202,3819,4697,3728,3681
"4241","ERGIC1",20474,14625,12861,11637,15297
"4242","PDGFRB",24056,22162,37727,27613,22547
"4243","CDX1",2,8,23,18,4
"4244","ATP6V0E1",17793,21906,24557,16760,17159
"4245","BNIP1",662,457,594,446,610
"4246","STC2",36710,92339,48704,63008,62330
"4247","CPEB4",1960,2105,2093,1672,1205
"4248","HRH2",0,12,0,0,8
"4249","DBN1",22342,14756,13329,10791,14064
"4250","ZNF346",1042,1047,1087,741,800
"4251","UNC5A",4,2,0,2,0
"4252","EHHADH",693,532,327,316,340
"4253","CNTN3",2979,3725,3489,2897,2329
"4254","SMC4",13900,4136,4223,3713,4018
"4255","SELENOK",3861,2792,2831,2745,2831
"4256","ACTR8",3162,2653,2199,2603,1915
"4257","TBCCD1",674,614,492,422,626
"4258","TIMMDC1",6141,6101,5607,4476,4476
"4259","CRBN",1197,1531,1034,1176,1274
"4260","KNG1",0,0,6,0,0
"4261","HRG",0,0,0,0,0
"4262","BCL6",2003,3978,2736,2746,1463
"4263","HGD",2,8,64,10,25
"4264","CLDN16",4,2,4,0,0
"4265","ARL6",375,396,344,261,324
"4266","NPHP3",811,815,511,594,548
"4267","CD86",0,2,0,0,2
"4268","AMOTL2",18605,20290,18456,11191,17264
"4269","NIT2",2232,2383,2111,1924,1778
"4270","FAM162A",613,1170,1156,746,868
"4271","OGG1",1812,1359,1130,1023,1334
"4272","KPNA1",4360,3028,3167,2564,2401
"4273","PCCB",2971,2267,1631,1385,2245
"4274","UBE3A",5171,4273,3517,3159,4196
"4275","ARMC8",2192,1807,1603,1362,1548
"4276","CEP70",765,269,383,228,523
"4277","RBP2",0,0,0,0,0
"4278","RBP1",0,4,5,18,28
"4279","SLC25A36",3608,5145,3738,3744,3843
"4280","GRK7",0,0,0,0,0
"4281","RNF7",3922,2674,2845,2518,3250
"4282","TFDP2",2066,2854,2016,1913,1888
"4283","XRN1",3796,4182,2979,3057,2865
"4284","KAT2B",1559,1216,1040,1040,581
"4285","BCHE",10,564,112,4,34
"4286","SERPINI2",0,0,0,0,0
"4287","PDCD10",3159,2499,2501,2002,2535
"4288","LRRC31",2,0,2,0,0
"4289","WNT5A",5283,33718,21367,14993,29364
"4290","PFKFB4",418,234,315,266,539
"4291","COL7A1",1503,740,3381,1374,7681
"4292","FGF12",22,2,160,0,6
"4293","PRKAR2A",5637,3075,3200,2978,3802
"4294","HES1",707,337,289,172,587
"4295","USP4",4498,3688,3032,3255,3243
"4296","LOC107986084",4498,3688,3032,3255,3243
"4297","ACAP2",4822,5263,4514,4299,4015
"4298","ECT2",7439,1675,1652,1451,2439
"4299","GNAT1",0,0,0,0,0
"4300","GNAI2",46350,23306,24223,22308,37570
"4301","TFG",6965,6987,7637,5684,7440
"4302","USP9Y",2420,3348,2979,2532,2926
"4303","TTTY15",2420,3348,2979,2532,2926
"4304","HYAL1",38,9,20,45,39
"4305","TUSC2",1452,1737,1764,1087,1132
"4306","NPRL2",730,606,643,490,457
"4307","RPL24",24990,28257,26342,24102,25181
"4308","CYB561D2",726,453,517,477,455
"4309","C3orf14",1253,528,673,531,666
"4310","FXR1",9898,9490,7582,7544,8492
"4311","CBLB",2929,4413,6790,2491,6218
"4312","BBX",3664,4229,3935,2964,3929
"4313","IFT57",2167,2696,2148,1244,1968
"4314","GNB4",7157,5972,6629,3975,6548
"4315","HHLA2",0,0,0,0,2
"4316","IQCG",478,491,238,310,377
"4317","GBE1",10947,10217,11001,8714,12470
"4318","MORC1",0,0,0,0,0
"4319","UMPS",2123,1476,1462,1225,1470
"4320","NCBP2",5447,6038,5048,7183,4382
"4321","SNX4",1638,1651,1215,1302,1836
"4322","C3orf52",451,151,279,132,296
"4323","FRMD4B",41,14,2,10,52
"4324","SLC41A3",3004,2003,2422,2216,2397
"4325","ROPN1B",2,3,2,0,2
"4326","PLXNA1",11618,17492,16447,11612,12837
"4327","ATP6V1A",4236,4303,6623,3144,5025
"4328","ABTB1",1326,1762,1432,1085,1157
"4329","PODXL2",126,101,100,32,120
"4330","UPK1B",0,0,7,8,4
"4331","CSPG5",11,10,0,8,8
"4332","KLHL18",1772,1718,1557,1060,1303
"4333","SCAP",3719,4532,3607,2651,3120
"4334","EFCC1",0,0,0,0,0
"4335","KIAA1257",5,4,9,2,3
"4336","NEK11",618,710,457,469,451
"4337","MRPL3",6013,4356,4330,3735,5770
"4338","PLSCR4",1470,5377,6733,2767,1205
"4339","HEMK1",1708,1566,1305,1219,1417
"4340","CISH",70,122,76,90,68
"4341","MAPKAPK3",5656,2699,2508,2494,2387
"4342","ACVR2B",182,164,150,138,222
"4343","WDR48",2443,2620,2009,2058,1956
"4344","COMMD2",2608,2461,1811,1812,2774
"4345","GORASP1",4144,3467,3759,2655,3049
"4346","PEX5L",28,10,39,20,34
"4347","RRP9",2150,1242,1181,915,1549
"4348","ABCC5",2761,3439,2879,2542,1907
"4349","AADAC",0,0,4,0,0
"4350","ABHD14B",3024,2872,2919,2489,1415
"4351","EIF1B",2729,3168,2735,2010,2039
"4352","ABHD14A-ACY1",6,2,3,0,1
"4353","ARHGEF26",673,151,238,160,113
"4354","KLHL24",832,2331,1992,1725,1547
"4355","PLCH1",0,10,30,6,0
"4356","VIPR1",2,0,2,0,0
"4357","DNAH1",661,829,695,711,368
"4358","SSR3",28333,15993,19299,16490,28118
"4359","ZBTB47",5161,5646,5899,4168,3720
"4360","TNNC1",46,16,188,11,78
"4361","NKTR",8022,6183,4439,5854,6014
"4362","CLCN2",255,197,166,130,119
"4363","FOXP1",866,654,788,641,875
"4364","EIF4G1",44316,30284,34094,24103,30945
"4365","SPCS1",4190,4312,4195,3687,3830
"4366","NEK4",1531,1145,833,769,696
"4367","SLC4A3",210,962,994,628,531
"4368","INO80D",1002,1048,907,674,855
"4369","EEF1B2",16569,15697,17709,16523,18458
"4370","ADAM23",1342,906,1098,663,486
"4371","DGUOK",2105,1835,2131,1331,1560
"4372","MOB1A",9653,9830,8096,7537,7461
"4373","KANSL3",3758,3706,3414,2763,2411
"4374","LMAN2L",2373,1878,1612,1426,1698
"4375","RTKN",909,1063,907,791,749
"4376","TTL",7560,3942,3559,3673,3704
"4377","IL1A",4,8,10,3,6
"4378","CCL20",0,0,0,0,0
"4379","PIKFYVE",3897,3780,2692,2727,2957
"4380","KCNIP3",1136,1406,505,1070,666
"4381","FAHD2A",2092,1187,1119,948,1201
"4382","NCL",46826,30176,28820,25736,34549
"4383","ACTR1B",5079,3959,3440,3337,3668
"4384","SLC35F5",6610,6565,10801,6543,4318
"4385","ZAP70",4,8,12,10,0
"4386","ACTR3",33073,18368,24387,20853,29182
"4387","STEAP3",7037,1481,3825,2627,5699
"4388","EPB41L5",524,1613,693,522,634
"4389","TFCP2L1",0,0,0,0,0
"4390","SF3B6",4827,4176,3844,3510,4864
"4391","TP53I3",3065,2279,9145,2628,3467
"4392","DNAJC27",608,488,457,391,345
"4393","POMC",84,4,24,20,62
"4394","STAM2",3431,2613,2550,2250,2877
"4395","OTOF",12,2,0,4,2
"4396","GPD2",5024,2215,2561,2050,2648
"4397","CENPA",1788,185,150,186,387
"4398","CYTIP",8,6,18,8,22
"4399","ACVR1",2811,4257,3086,2991,3395
"4400","TANC1",3604,2688,3243,2059,4504
"4401","SLC30A3",0,8,6,0,0
"4402","MPV17",5090,6932,5961,4463,4113
"4403","GTF3C2",2835,1657,1725,1509,1893
"4404","EIF2B4",2031,1791,1609,1473,1668
"4405","NRBP1",11939,10408,9273,8232,10186
"4406","ITGB6",0,0,2,0,0
"4407","FNDC4",1405,1208,940,1029,822
"4408","ITGA4",6860,6771,4802,3550,5387
"4409","PSMD14",6909,4470,4835,3776,4653
"4410","SNX17",13824,10615,9653,9424,9138
"4411","ASB3",72,56,50,40,52
"4412","GPR75-ASB3",72,56,50,40,52
"4413","PPM1G",9483,5548,4761,3920,5361
"4414","PDE1A",16,874,501,262,15
"4415","REEP6",128,120,58,169,54
"4416","PCSK4",52,114,59,97,65
"4417","GCG",0,0,0,1,0
"4418","APC2",365,367,343,374,317
"4419","IFIH1",41,356,475,380,140
"4420","RPS15",27728,22824,21379,21421,23221
"4421","GCA",30,104,98,26,29
"4422","INO80B",16,27,19,23,41
"4423","MOGS",3388,4348,5026,3301,4451
"4424","TTC31",2044,1226,1211,1151,1181
"4425","NDUFS7",487,415,432,328,404
"4426","PCGF1",1306,1245,1111,942,899
"4427","GRB14",95,46,60,2,26
"4428","CLIP4",2637,5109,3712,3328,3609
"4429","TLX2",272,146,0,14,12
"4430","SPTBN1",37920,39869,25068,28314,22285
"4431","AUP1",4588,3404,3120,2629,3266
"4432","RTN4",78419,53277,54170,40771,53600
"4433","HTRA2",2321,1579,1438,1337,1331
"4434","LOXL3",2174,937,5670,1202,3082
"4435","DOK1",2551,1861,2877,1785,2999
"4436","GALNT3",22,26,866,33,20
"4437","POLE4",3154,1615,2406,1967,2441
"4438","TACR1",104,3,8,9,10
"4439","CCDC88A",7523,3221,2810,2993,4216
"4440","ACADL",0,7,3,2,0
"4441","EVA1A",6680,2448,3974,2978,5061
"4442","MRPL19",2358,1918,1806,1477,2129
"4443","LANCL1",5255,4749,4368,2945,3600
"4444","WDR75",2661,2163,1691,1755,2160
"4445","EFEMP1",10704,175556,48510,29620,25273
"4446","REG1A",0,0,0,0,0
"4447","FANCL",839,511,435,431,442
"4448","FN1",954950,2237635,2191740,2130442,1245290
"4449","STAT1",18816,77946,64011,57537,23333
"4450","GLS",19105,25191,38496,20441,29859
"4451","PAPOLG",855,998,687,787,767
"4452","DNAH6",22,5,4,6,6
"4453","PECR",560,337,212,348,474
"4454","UNC50",2157,3041,2676,2121,2048
"4455","IGFBP2",20,332,98,86,296
"4456","ELMOD3",1162,1379,1067,936,623
"4457","IGFBP5",14760,39876,4576,37377,8664
"4458","USP34",6927,7591,6771,6050,6761
"4459","EFHD1",16,2,79,10,520
"4460","KCNJ13",0,9,4,3,0
"4461","CCT4",10837,7159,6432,6265,8732
"4462","GGCX",2891,3567,3450,2758,3811
"4463","NEU2",0,0,0,0,0
"4464","EHBP1",5905,11862,6680,7282,8712
"4465","OTX1",4,22,14,12,10
"4466","TXNDC9",2165,1614,1817,1533,1762
"4467","COQ10B",2602,2990,2500,2190,2518
"4468","GNLY",0,0,0,2,0
"4469","SF3B1",22546,22004,17765,20279,19544
"4470","ST3GAL5",783,1490,1983,1151,1917
"4471","CHST10",601,778,641,606,469
"4472","PDCL3",2169,1299,1449,1125,1842
