"","gene","hgnc_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"138","ENSG00000186281","GPAT2",200.358122352762,-0.704665711095146,0.483233266093003,-4.22401645141464,2.399865199177e-05,0.00533638110565933
"139","ENSG00000186297","GABRA5",104.548898047924,-3.05640286545191,0.516600535660713,-5.88994705092302,3.86319376580146e-09,3.51080330838183e-06
"140","ENSG00000186847","KRT14",62.574117839702,-1.83213085711514,0.57699437604689,-3.66477813962814,0.000247553082231186,0.0311708103903389
"141","ENSG00000188064","WNT7B",43.3438264274827,-1.80738121907202,0.576428296074212,-3.74319371353732,0.000181696044731119,0.0240367767529737
"142","ENSG00000189129","PLAC9",3160.76295091002,1.32311759106187,0.297114925255124,4.45112698996258,8.54208064544975e-06,0.00217739719086818
"143","ENSG00000196460","RFX8",862.694057939553,-1.66172326450517,0.457147353565205,-3.65793303741937,0.000254257449621212,0.0316916231346122
"144","ENSG00000198133","TMEM229B",43.5238252713632,1.78635764573737,0.477966774529316,3.71070623261256,0.000206681839574267,0.0270003988173833
"145","ENSG00000198947","DMD",486.716190881896,2.69648862280922,0.458116753895506,5.84930438045546,4.93633045951048e-09,4.299132469362e-06
"146","ENSG00000203706","SERTAD4-AS1",230.579233884816,2.25911261871894,0.339797417697793,6.63258441938691,3.29859567601238e-11,5.74560390166757e-08
"147","ENSG00000203727","SAMD5",168.198588366168,2.42900190442251,0.574699594775275,4.25784640749508,2.06405675350249e-05,0.0047936571401899
"148","ENSG00000204103","MAFB",798.583819569224,-1.64415638640276,0.420838579882019,-3.92020858250591,8.84723615212107e-05,0.0146765817501297
"149","ENSG00000204792","LINC01291",195.716823839954,-4.16364750814887,0.504295644149716,-7.89442874907351,2.91647950723454e-15,1.52400636650541e-11
"150","ENSG00000205683","DPF3",295.098446375004,-0.98590539074924,0.24454396160887,-4.0295626696013,5.58807170747409e-05,0.0102457784938266
"151","ENSG00000205835","GMNC",14.0023363490187,2.46793395791716,0.573696711072425,4.53911570736503,5.64906328826465e-06,0.0016045709669781
"152","ENSG00000211448","DIO2",1741.94146714207,2.29561496254209,0.568274000292354,4.0219696176967,5.77135036751534e-05,0.010431301788253
"153","ENSG00000213030","CGB8",41.9305157639313,-2.72928172508725,0.571436323283629,-4.21993462984009,2.44373167645689e-05,0.00537672415803178
"154","ENSG00000213232","PPP1R2P10",10.0533950347836,1.91150679468812,0.557806411308474,3.86755695259484,0.000109931159247168,0.0166505876129298
"155","ENSG00000213983","AP1G2",384.098374426848,1.25933484503608,0.31617676555362,3.98064049660252,6.87298278633336e-05,0.012072192117642
"156","ENSG00000215030","RPL13P12",3611.87859853476,-3.61753153256769,0.430426499666297,-8.50037536159786,1.8897861517182e-17,1.97501550716069e-13
"157","ENSG00000220908","LINC02531",37.2603557094363,4.16524584408952,0.560066943721201,6.41399417171403,1.417556295277e-10,1.97531744559199e-07
"158","ENSG00000223393","",27.8446103006,1.89434786515484,0.472293266121592,3.97047973220681,7.17280580472541e-05,0.0122890153221615
"159","ENSG00000223523","",14.3644198474108,1.51828879274914,0.531559097096855,3.68703759788925,0.00022687984650824,0.0291461506173109
"160","ENSG00000225968","ELFN1",713.693648021313,-1.62057781040204,0.434283170100342,-3.74691058780692,0.000179025862601298,0.0239871703852072
"161","ENSG00000227888","FAM66A",28.6957201303869,3.42431891353616,0.511880353275493,6.12676153463891,8.96857323619163e-10,1.10271245754634e-06
"162","ENSG00000228065","LINC01515",25.6390704581631,1.96030736641371,0.572970137508455,3.5119542619941,0.000444824545781804,0.0491942997668321
"163","ENSG00000228495","LINC01013",84.5823652127431,2.05583080322433,0.489613435762459,4.16669275134167,3.09050588045157e-05,0.00659160754216314
"164","ENSG00000233117","LINC00702",183.994688752874,-1.64906876872737,0.384793792298953,-4.28333970166555,1.84108752489828e-05,0.00432386645454201
"165","ENSG00000234465","PINLYP",104.911700692,-2.7890261340594,0.489378533063356,-5.67175057944615,1.41345664878801e-08,9.53034544289255e-06
"166","ENSG00000235162","C12orf75",24524.550648315,-1.28254093193265,0.343480181647874,-3.73779416588001,0.000185641827812994,0.024404311226083
"167","ENSG00000236209","",10.827643645135,-2.20141737642632,0.576840668051435,-3.87154683845324,0.000108146870486568,0.016621219756693
"168","ENSG00000239332","LINC01119",238.04522590199,-1.47240899548762,0.377871996429581,-3.89755840279775,9.71673936756743e-05,0.0159737215804374
"169","ENSG00000240694","PNMA2",77.9065179156261,3.02531834000464,0.495570753273008,5.99638509065945,2.01758256920963e-09,2.00816718388665e-06
"170","ENSG00000240975","",9.11424732884989,2.05193969441201,0.564702083787953,3.9525114642499,7.7335222807783e-05,0.0130359744123248
"171","ENSG00000242265","PEG10",2125.99968525933,-1.67718123501996,0.469669963428398,-3.60033285763225,0.000317810071832546,0.038177391502551
"172","ENSG00000242600","MBL1P",134.15609941647,1.92979972050769,0.453804389209363,4.2309971530551,2.32657617049585e-05,0.00528587990388091
"173","ENSG00000244414","CFHR1",33.4139828344188,2.06491031111337,0.569107574094739,3.58063369202775,0.000342761907584934,0.0400246334767614
"174","ENSG00000247134","",246.899884892903,1.7620840203686,0.421924724241932,4.16384202763091,3.12936669213406e-05,0.00660707298979659
"175","ENSG00000248874","C5orf17",110.119120295578,3.05084387189069,0.455629839633252,6.60971659256128,3.8505646709423e-11,6.19111559631046e-08
"176","ENSG00000249790","",57.3680297370885,-2.47931728228617,0.573937734314444,-4.64515519143873,3.39820904288275e-06,0.00112745024467199
"177","ENSG00000250133","HOXC-AS2",51.3014780095162,2.12425489581745,0.572014382040712,3.96188962786945,7.43589150256793e-05,0.0126361792021687
"178","ENSG00000255495","",197.24257550609,0.955841726559863,0.268102838868244,3.56448179158712,0.000364575757749147,0.0422335668816876
"179","ENSG00000258081","",7.58105956737697,1.69114020448595,0.547681916860904,3.51392158802865,0.000441543131212448,0.0490911411095882
"180","ENSG00000266094","RASSF5",240.148337289192,1.49066869624574,0.384131593420801,3.87348003257246,0.000107292200982135,0.016621219756693
"181","ENSG00000267454","ZNF582-AS1",120.411062970179,1.1735074364813,0.295286583296905,3.97210570621434,7.1240092439665e-05,0.0122890153221615
"182","ENSG00000268655","",91.9910888221463,-3.32270769641928,0.541229943689458,-6.00763574461166,1.8824818018803e-09,1.9673817311451e-06
"183","ENSG00000269918","",42.6066211266604,2.0489233191523,0.52177758141101,3.88461574337473,0.000102491857959269,0.0162281109598574
"184","ENSG00000272121","",65.6797431931025,-1.61043789165641,0.355727966482731,-4.49564053607735,6.93608283391258e-06,0.00188283121291481
"185","ENSG00000274825","",10.1667567020449,-1.81261095883924,0.57433752779461,-3.58536046997639,0.000336612937014162,0.0399766114174433
