	HH07	HH17	HH18	HH19	HH27
C10orf25	85.6390802802131	79.5129261287609	71.3289519096621	62.8674631783597	66.6484578098373
C10orf53	0	0	0	0	0
C10orf55	17.292506595043	8.32112017626567	12.4050351147238	8.30324985374563	27.505712746917
C10orf62	6.58762156001639	0	0	0	0
C10orf67	6.58762156001639	4.62284454236982	4.13501170490795	3.55853565160527	6.34747217236545
C10orf71	0	0	0	0	0
C10orf82	9.88143234002459	0	2.06750585245397	0	0
C10orf88	775.69243869193	563.987034169118	650.230590596775	619.185203379317	797.665669660592
C10orf90	55.9947832601393	65.6443925016514	106.47655140138	86.5910341890615	24.3319766607342
C10orf95	0	10.1702579932136	0	2.37235710107018	2.11582405745515
C10orf99	0	0	0	0	0
C11orf1	177.865782120443	220.047400216803	318.395901277912	231.304817354342	208.408669659332
C11orf16	0.823452695002049	6.47198235931774	12.4050351147238	5.93089275267545	2.11582405745515
C11orf21	1.6469053900041	0	0	2.37235710107018	8.4632962298206
C11orf24	4137.8497923853	3824.01700544831	6009.20576015748	4094.68835644713	4891.78522083631
C11orf42	13.9986958150348	9.24568908473963	5.16876463113494	7.11707130321054	6.34747217236545
C11orf45	181.983045595453	75.814650494865	231.560655474845	144.713783165281	80.4013141832958
C11orf49	1201.41748200799	1078.04734728064	992.402809177908	1155.33790822118	1316.0425637371
C11orf52	5.76416886501434	12.9439647186355	4.13501170490795	0	0
C11orf53	0	0	0	0	0
C11orf54	335.145246865834	946.758562277339	390.758606113801	446.003135001194	398.832834830296
C11orf58	11403.9963730834	12578.7599997883	11650.3954785781	12049.2017163354	12674.8440161851
C11orf65	30.4677497150758	31.4353428881148	22.7425643769937	33.2129994149825	30.6794488330997
C11orf68	6333.99812995576	4755.98246519007	4569.18793392328	4566.7874195601	4488.7207378911
C11orf71	62.5824048201557	111.87283792535	114.746574811196	94.8942840428072	44.4323052065582
C11orf72	0	1.84913781694793	0	0	0
C11orf74	423.254685231053	701.747801531738	507.572686777451	612.068132076106	597.72029623108
C11orf80	377.141334310939	153.478438806678	182.974267942177	141.155247513676	183.018780969871
C11orf86	0	0	2.06750585245397	0	0
C11orf87	1324.9353862583	4741.18936265448	930.377633604288	2003.45557185377	395.659098744113
C11orf88	13.9986958150348	36.9827563389585	19.6413055983128	29.6544637633772	28.5636247756445
C11orf91	29.6442970200738	23.1142227118491	12.4050351147238	7.11707130321054	25.3898886894618
C11orf94	6.58762156001639	13.8685336271095	6.20251755736192	2.37235710107018	7.40538420109303
C11orf95	2925.72742534228	2597.11406390336	2292.86399037146	2562.14566915579	2537.93095691745
C11orf96	107.872303045268	81.3620639457088	1281.85362852146	148.272318816886	1354.1273967713
C11orf97	0	0	0	0	0
C11orf98	0.823452695002049	1.84913781694793	2.06750585245397	0	2.11582405745515
C12orf10	1613.96728220402	1135.37061960603	1128.85819543987	1336.82322645305	1436.64453501205
C12orf29	1029.31586875256	1198.24130538226	1084.40681961211	1200.41269314151	1142.54499102578
C12orf4	1528.3282019238	1495.0279250024	1302.528687046	1399.69068963141	1480.01892818988
C12orf40	0	0	0	0	0
C12orf42	0	0	0	0	0
C12orf43	1105.89696938775	974.495629531557	1101.98061935797	1080.60865953747	1057.91202872758
C12orf45	762.517195571898	522.381433287789	559.2603330888	699.845344815703	806.128965890413
C12orf49	3039.36389725256	2992.82955673022	3728.74680490074	2946.46751952916	3329.24915440568
C12orf50	4.11726347501025	0	1.03375292622699	2.37235710107018	0
C12orf54	0	0	0	0	0
C12orf56	53.5244251751332	14.7931025355834	4.13501170490795	2.37235710107018	8.4632962298206
C12orf57	651.351081746621	818.243483999458	851.812411211037	926.405447967905	854.792919211881
C12orf60	30.4677497150758	13.8685336271095	33.0800936392636	21.3512139096316	26.4478007181894
C12orf65	1977.10992069992	1763.15290845985	1832.84393820045	1571.68657945899	1535.03035368371
C12orf66	292.325706725727	319.900842331991	382.488582703985	314.337315891799	234.856470377522
C12orf71	2.47035808500615	0.924568908473963	0	2.37235710107018	0
C12orf73	254.446882755633	302.334033070986	281.180795933741	278.751959375746	253.898886894618
C12orf74	0	0	0	1.18617855053509	0
C12orf75	41667.5298197987	12445.622076968	12046.3228493231	21188.7074482083	35317.3351670414
C12orf76	320.323098355797	429.924542440393	324.598418835274	423.465742541027	236.972294434977
C12orf77	0	0	0	0	0
C13orf42	0	0	0	0	0
C13orf46	93.0501545352316	105.400855566032	62.0251755736192	115.059319401904	130.123179533492
C14orf119	2699.27793421672	2830.1054288388	3025.79481506639	3164.72437282762	3089.10312388452
C14orf132	10978.2713297673	5173.8876118203	5966.82189018217	8624.70424094064	1912.70494793946
C14orf177	0	0	0	0	0
C14orf178	0	0	2.06750585245397	0	0
C14orf180	0	0	0	0	0
C14orf28	425.725043316059	589.874963606389	610.947979400149	691.542094961957	492.98700538705
C14orf39	0	0	0	7.11707130321054	0
C14orf93	281.620821690701	351.336185220106	321.497160056593	335.68852980143	356.516353681193
C15orf32	0	0	0	0	2.11582405745515
C15orf39	1155.30413108788	945.833993368865	726.728307137572	744.920129736036	1146.77663914069
C15orf40	1054.84290229762	1174.20251376193	1223.96346465275	1302.42404848753	1030.40631598066
C15orf41	1650.19920078411	1518.14214771425	970.693997727141	1199.22651459098	810.360614005323
C15orf48	18.9394119850471	19.4159470779532	59.9576697211653	9.48942840428072	17.9845044883688
C15orf54	19.7628646800492	5.54741345084378	37.2151053441715	33.2129994149825	27.505712746917
C15orf56	0	0	0	0	0
C15orf61	270.915936655674	457.661609694612	414.534923417022	330.94381559929	309.96822441718
C15orf62	74.1107425501844	39.7564630643804	94.0715162866558	100.825176795483	58.1851615800167
C15orf65	58.4651413451455	75.814650494865	58.9239167949383	78.2877843353159	98.3858186716645
C16orf46	1.6469053900041	0	3.10125877868096	1.18617855053509	0
C16orf54	0	3.69827563389585	2.06750585245397	0	0
C16orf58	2122.03759502028	2150.54728111044	2479.97327001854	2339.1441016552	2643.72215979021
C16orf70	933.795356132324	792.355554562187	690.546954719627	650.025845693229	734.190947936938
C16orf71	22.2332227650553	59.1724101423337	98.2065279915638	68.7983559310352	99.4437307003921
C16orf72	4315.71557450574	3908.15277611944	4375.87613671884	4272.61513902739	5266.28607900587
C16orf74	383.728955870955	150.704732081256	167.467974048772	199.277996489895	238.030206463705
C16orf78	0	0	0	0	0
C16orf82	0	0	0	0	0
C16orf86	140.81041084535	131.288785003303	110.611563106288	149.458497367421	98.3858186716645
C16orf87	504.776502036256	458.586178603086	501.370169220089	428.210456743167	871.719511671522
C16orf89	2.47035808500615	1.84913781694793	2.06750585245397	9.48942840428072	0
C16orf90	0	1.84913781694793	2.06750585245397	4.74471420214036	6.34747217236545
C16orf91	603.590825436502	517.75858874542	538.58527456426	506.498241078483	596.662384202353
C16orf92	0.823452695002049	0	0	0	0
C16orf95	83.992174890209	46.2284454236982	78.565222393251	54.5642133246141	45.4902172352858
C16orf96	3.2938107800082	5.54741345084378	0	0	2.11582405745515
C16orf97	0	0	0	0	0
C17orf100	74.1107425501844	112.797406833824	88.9027516555209	113.873140851369	108.96493895894
C17orf102	0	1.84913781694793	0	0	0
C17orf107	32.938107800082	37.9073252474325	58.9239167949383	91.3357483912019	92.0383464992991
C17orf113	11.5283377300287	10.1702579932136	0	4.74471420214036	8.4632962298206
C17orf49	34.5850131900861	62.8706857762295	27.9113290081287	55.7503918751492	34.91109694801
C17orf50	0	0	0	0	0
C17orf58	277.503558215691	686.030130087681	433.142476089108	603.764882222361	351.226793537555
C17orf64	6.58762156001639	0	2.06750585245397	0	6.34747217236545
C17orf67	278.327010910693	205.25429768122	117.847833589877	187.416210984544	199.945373429512
C17orf75	999.671571732488	749.825384772384	685.378190088492	698.659166265168	759.580836626399
C17orf77	0	0	0	0	0
C17orf78	13.9986958150348	3.69827563389585	6.20251755736192	3.55853565160527	3.17373608618273
C17orf80	1091.07482087772	1337.85121056183	1055.46173767775	1094.84280214389	997.611043090104
C17orf82	45.2898982251127	28.6616361626929	72.3627048358891	48.6333205719387	16.9265924596412
C17orf97	65.8762156001639	234.840502752387	76.497716540797	66.425998829965	47.6060412927409
C17orf98	0.823452695002049	0	0	0	0
C17orf99	0	0	0	0	0
C18orf12	0	0	0	0	0
C18orf15	0	0	0	0	0
C18orf21	427.371948706064	404.961181911596	419.703688048157	480.402312966711	545.882606823429
C18orf25	1666.66825468415	1384.07965598552	1390.3976857753	1304.7964055886	1575.23101077536
C18orf32	137.516600065342	244.086191837126	173.670491606134	185.043853883474	242.261854578615
C18orf54	1273.05786647317	365.204718847216	448.648769982512	470.912884562431	429.512283663396
C18orf63	0	0.924568908473963	0	0	0
C19orf12	1893.94119850471	2578.62268573388	2888.3056758782	2467.25138511299	2670.1699605084
C19orf18	16.469053900041	17.5668092610053	11.3712821884969	7.11707130321054	2.11582405745515
C19orf25	1548.91451929885	1644.80808817518	1796.6625857825	1721.14507682642	1381.63310951821
C19orf33	5.76416886501434	0	0	0	0
C19orf38	9.88143234002459	12.0193958101615	11.3712821884969	14.2341426064211	6.34747217236545
C19orf44	239.624734245596	376.299545748903	270.843266671471	412.790135586211	258.130535009529
C19orf47	955.205126202377	717.465472975796	773.247188817786	581.227489762194	801.897317775502
C19orf48	2148.38808126035	1091.91588090775	1275.6511109641	1111.44930185138	1344.60618851275
C19orf53	5598.65487331893	5760.06429979279	7493.67496221943	5635.53429359221	6839.40126572378
C19orf54	589.592129621467	515.909450928472	500.336416293862	563.434811504168	442.207228008127
C19orf57	105.401944960262	84.1357706711307	28.9450819343556	40.330070718193	63.4747217236545
C19orf67	0	3.69827563389585	4.13501170490795	11.8617855053509	0
C19orf71	130.928978505326	149.780163172782	166.434221122545	186.230032434009	178.78713285496
C19orf73	21.4097700700533	32.3599117965887	20.6750585245397	14.2341426064211	25.3898886894618
C19orf81	23.0566754600574	16.6422403525313	4.13501170490795	2.37235710107018	4.2316481149103
C19orf84	0	0	0	0	0
C1D	1613.96728220402	1483.00852919224	1350.08132165245	1520.68090178599	1288.53685099019
C1GALT1	2963.60624931237	4433.30791613265	4609.50429804614	4400.72242248518	3759.8193500978
C1GALT1C1	1436.92495277858	2947.525680215	1712.92859875812	1717.58654117481	1822.78242549761
C1GALT1C1L	23.8801281550594	16.6422403525313	6.20251755736192	4.74471420214036	10.5791202872758
C1orf100	3.2938107800082	0	2.06750585245397	0	0
C1orf105	1.6469053900041	0	0	2.37235710107018	4.2316481149103
C1orf109	1090.25136818271	1280.52793823644	1295.29241656241	1315.47201254341	967.989506285732
C1orf112	713.933486566777	229.293089301543	228.459396696164	250.283674162904	305.736576302269
C1orf115	13.1752431200328	86.9094773965526	196.413055983128	49.8194991224738	10.5791202872758
C1orf116	0	0	4.13501170490795	4.74471420214036	0
C1orf122	3455.2075082286	3640.95236157047	4778.00602502113	4068.59242833536	4126.91482406627
C1orf127	0	0	0	0	0
C1orf131	694.170621886727	698.974094806316	632.656790850916	767.457522196203	724.669739678389
C1orf137	0	0	0	0	0
C1orf141	0	3.69827563389585	0	0	0
C1orf143	0	0	0	0	4.2316481149103
C1orf146	1.6469053900041	0.924568908473963	2.06750585245397	0	0
C1orf158	0	29.5862050711668	2.06750585245397	2.37235710107018	2.11582405745515
C1orf159	638.175838626588	526.079708921685	570.631615277297	566.993347155773	486.639533214685
C1orf162	13.1752431200328	24.963360528797	7.23627048358891	26.095928111772	11.6370323160033
C1orf167	1.6469053900041	1.84913781694793	0	0	0
C1orf167-AS1	0	0	0	0	0
C1orf174	1327.4057443433	1207.486994467	1457.59162598005	1361.73297601428	1301.23179533492
C1orf185	0	0	0	0	0
C1orf189	2.47035808500615	0	3.10125877868096	0	0
C1orf194	2.47035808500615	1.84913781694793	0	9.48942840428072	0
C1orf198	4617.92271357149	20905.4275895048	24767.6863594724	8656.73106180509	11643.3797881757
C1orf21	3885.87326771467	3452.34030424178	1798.73009163496	3171.84144413083	1889.43088330745
C1orf210	0	0	0	0	0
C1orf216	2430.83235564605	2043.29728772746	2479.97327001854	2302.37256658861	2495.61447576835
C1orf220	87.2859856702172	49.926721057594	43.4176229015335	61.6812846278247	38.0848330341927
C1orf226	3.2938107800082	3.69827563389585	0	4.74471420214036	0
C1orf229	32.938107800082	27.7370672542189	28.9450819343556	73.5430701331756	25.3898886894618
C1orf232	0	0	0	0	0
C1orf35	1474.80377674867	956.004251362078	1128.85819543987	998.762339550545	964.815770199549
C1orf43	7668.81494855408	10385.682548888	10077.0235248607	10457.3501015173	8916.08257811601
C1orf50	168.80780247542	193.234901871058	135.421633335735	156.575568670632	191.482077199691
C1orf52	982.379065137445	1551.42662841931	1542.35936593066	1638.11257828896	1297.00014722001
C1orf53	256.917240840639	237.614209477809	329.767183466409	287.055209229492	319.489432675728
C1orf54	174.571971340434	183.989212786319	566.496603572389	200.46417504043	290.925807900083
C1orf56	221.508774955551	318.051704515043	250.168208146931	230.118638803807	189.366253142236
C1orf61	0	0	0	0	0
C1orf68	0	0	0	0	0
C1orf74	244.565450415609	178.441799335475	202.615573540489	160.134104322237	178.78713285496
C1orf87	1.6469053900041	0	0	2.37235710107018	0
C1orf94	12.3517904250307	0	0	7.11707130321054	3.17373608618273
C1QA	1.6469053900041	0	0	0	0
C1QB	0	0	0	0	0
C1QBP	5338.44382169828	3818.46959199747	4087.45907030151	4079.26803529017	5435.55200360228
C1QC	0	0	0	0	0
C1QL1	150.691843185375	35.1336185220106	4.13501170490795	30.8406423139123	33.8531849192824
C1QL2	0	0	0	0	2.11582405745515
C1QL3	18.1159592900451	1.84913781694793	12.4050351147238	0	0
C1QL4	4.9407161700123	0	0	0	0
C1QTNF1	166.337444390414	622.234875402977	220.189373286348	396.18363587872	158.686804309136
C1QTNF12	66.699668295166	74.890081586391	38.2488582703985	90.1495698406668	47.6060412927409
C1QTNF2	559.947832601393	116.495682467719	131.286621630827	116.245497952439	232.740646320067
C1QTNF3	226.449491125564	156.2521455321	77.531469467024	68.7983559310352	179.845044883688
C1QTNF3-AMACR	0	0	0	0	3.17373608618273
C1QTNF4	0	0	4.13501170490795	0	14.8107684021861
C1QTNF5	9.05797964502254	7.39655126779171	5.16876463113494	3.55853565160527	3.17373608618273
C1QTNF6	946.970599252357	1994.29513557834	1406.93773259493	1778.0816472521	1422.89167863859
C1QTNF7	7.41107425501844	5.54741345084378	36.1813524179445	3.55853565160527	0
C1QTNF7-AS1	0.823452695002049	2.77370672542189	2.06750585245397	5.93089275267545	2.11582405745515
C1QTNF8	0.823452695002049	0	0	0	0
C1QTNF9	0	1.84913781694793	4.13501170490795	0	0
C1QTNF9B	4.11726347501025	1.84913781694793	8.2700234098159	11.8617855053509	2.11582405745515
C1R	3162.05834880787	46197.0100808101	22669.1679192316	29181.1785217137	4973.24444704833
C1RL	867.095687837158	4157.78638140741	3514.75994917176	3286.90076353273	1398.55970197786
C1RL-AS1	329.38107800082	334.693944867575	513.775204334813	661.88763119858	283.52042369899
C1S	6422.10756832098	65592.6166427769	39626.8509210591	52548.895967255	5091.73059426582
C2	9.88143234002459	71.1918059524952	98.2065279915638	72.3568915826405	13.7528563734585
C2-AS1	0	1.84913781694793	0	7.11707130321054	0
C20orf141	0	1.84913781694793	0	0	2.11582405745515
C20orf144	19.7628646800492	36.9827563389585	47.5526346064414	43.8886063697983	20.1003285458239
C20orf173	0	0	0	0	0
C20orf194	2334.48839033081	2929.95887095399	2867.63061735366	3129.13901631157	2213.15196409809
C20orf197	39.5257293600984	5.54741345084378	118.881586516104	2.37235710107018	172.439660682595
C20orf202	0	0	0	0	0
C20orf203	0	0	0	0	0
C20orf204	37.0553712750922	36.0581874304846	7.23627048358891	36.7715350665878	29.6215368043721
C20orf27	3151.35346377284	1682.71541342261	1659.17344659431	2176.63764023189	2773.8453393237
C20orf85	0	0	0	0	0
C20orf96	251.976524670627	314.353428881148	355.611006622084	361.784457913202	350.168881508828
C21orf58	1126.4832867628	356.88359867095	310.125877868096	438.886063697983	375.558770198289
C21orf59-TCP10L	0	0	0	0	0
C21orf62	0.823452695002049	0	1.03375292622699	0	2.11582405745515
C21orf91	638.99929132159	751.674522589332	706.053248613032	744.920129736036	909.804344705715
C21orf91-OT1	0	0.924568908473963	0	1.18617855053509	4.2316481149103
C22orf15	74.1107425501844	33.2844807050627	28.9450819343556	26.095928111772	27.505712746917
C22orf23	180.336140205449	157.176714440574	135.421633335735	128.10728345779	179.845044883688
C22orf24	6.58762156001639	1.84913781694793	3.10125877868096	10.6756069548158	1.05791202872758
C22orf31	1.6469053900041	5.54741345084378	0	0	2.11582405745515
C22orf34	0	0	0	0	0
C22orf39	528.656630191316	689.728405721577	584.070403318248	674.935595254466	575.504143627801
C22orf42	1.6469053900041	0	0	0	0
C22orf46	2196.14833757047	2086.75202642574	2028.22324125735	1867.04503854223	1548.78321005717
C2CD2	1971.34575183491	1628.16584782265	1818.37139723327	2286.95224543165	1366.82234111603
C2CD2L	545.949136786359	459.51074751156	484.830122400457	362.970636463737	546.940518852157
C2CD3	1149.53996222286	1266.65940460933	1147.46574811196	1003.50705375269	1176.39817594506
C2CD4A	1.6469053900041	1.84913781694793	2.06750585245397	0	0
C2CD4B	0	0	0	2.37235710107018	0
C2CD4C	1.6469053900041	0	4.13501170490795	2.37235710107018	2.11582405745515
C2CD4D	1.6469053900041	12.9439647186355	25.8438231556747	4.74471420214036	10.5791202872758
C2CD5	2209.3235806905	2178.28434836466	1842.14771453649	1899.07185940668	1932.80527648528
C2CD6	118.577188080295	32.3599117965887	75.4639636145701	33.2129994149825	14.8107684021861
C2orf15	1.6469053900041	7.39655126779171	11.3712821884969	7.11707130321054	6.34747217236545
C2orf16	225.626038430561	262.577570006606	267.74200789279	217.070674747921	137.528563734585
C2orf27B	0	0	0	2.37235710107018	0
C2orf42	430.665759486072	503.89005511831	385.589841482666	524.29091933651	342.763497307735
C2orf49	1309.28978505326	1961.01065487328	1842.14771453649	1757.916611893	1515.98793716662
C2orf50	0	0.924568908473963	0	0	0
C2orf66	2.47035808500615	5.54741345084378	23.7763173032207	5.93089275267545	7.40538420109303
C2orf68	1072.95886158767	1331.37922820251	1080.2718079072	1292.93462008325	1357.30113285748
C2orf69	1822.30081403953	1127.04949942976	1298.3936753411	1273.95576327469	1023.00093177957
C2orf72	1.6469053900041	0	2.06750585245397	4.74471420214036	2.11582405745515
C2orf73	6.58762156001639	10.1702579932136	2.06750585245397	4.74471420214036	0
C2orf74	43.6429928351086	61.0215479592816	46.5188816802144	45.0747849203334	27.505712746917
C2orf76	488.307448136215	570.459016528435	528.24774530199	512.429133831159	599.836120288535
C2orf78	0	0	0	0	0
C2orf80	0	0	0	0	0
C2orf81	45.2898982251127	36.0581874304846	46.5188816802144	47.4471420214036	4.2316481149103
C2orf83	0	0	0	0	0
C2orf88	121.870998860303	147.00645644736	117.847833589877	275.193423724141	75.1117540396579
C2orf91	0	0	0	0	0
C2orf92	44.4664455301107	62.8706857762295	68.2276931309812	62.8674631783597	39.1427450629203
C3	18.9394119850471	2656.2864740457	542.720286269168	723.568915826405	13.7528563734585
C3AR1	8.23452695002049	0	12.4050351147238	2.37235710107018	35.9690089767376
C3orf14	1031.78622683757	488.172383674253	695.715719350762	629.860810334133	704.569411132565
C3orf18	1560.44285702888	1634.63783018197	1331.47376898036	1552.70772265043	1226.12004129526
C3orf20	4.11726347501025	2.77370672542189	10.3375292622699	7.11707130321054	8.4632962298206
C3orf22	0	0	0	0	0
C3orf33	19.7628646800492	38.8318941559065	39.2826111966255	22.5373924601667	17.9845044883688
C3orf35	14.8221485100369	11.0948269016876	20.6750585245397	23.7235710107018	37.0269210054651
C3orf36	1011.19990946252	64.7198235931774	0	206.395067793106	6.34747217236545
C3orf38	1277.99858264318	1159.40941122635	1259.11106414447	1218.20537139954	1355.18530880002
C3orf49	20.5863173750512	12.9439647186355	16.5400468196318	18.9788568085614	13.7528563734585
C3orf52	371.377165445924	139.609905179568	288.417066417329	156.575568670632	313.141960503362
C3orf56	0	0	0	0	0
C3orf62	235.507470770586	306.032308704882	283.248301786194	258.58692401665	241.203942549887
C3orf67	217.391511480541	110.948269016876	110.611563106288	109.128426649228	113.196587073851
C3orf67-AS1	0	0	0	0	0
C3orf70	164.69053900041	29.5862050711668	14.4725409671778	28.4682852128422	93.0962585280267
C3orf79	0	0	0	4.74471420214036	4.2316481149103
C3orf80	181.159592900451	58.2478412338597	299.788348605826	173.182068378123	2.11582405745515
C3orf84	0	0	0	0	0
C3orf85	0	0	0	0	0
C3orf86	0	0	0	0	0
C3P1	0	0	0	2.37235710107018	0
C4A	37.0553712750922	113.721975742298	110.611563106288	143.527604614746	44.4323052065582
C4B	17.292506595043	41.6056008813283	60.9914226473922	91.3357483912019	12.6949443447309
C4BPA	0	0	0	0	0
C4BPB	0	0	0	0	0
C4orf17	0	0	0	0	0
C4orf19	9.88143234002459	0	0	2.37235710107018	4.2316481149103
C4orf3	8720.3640400717	9273.42615199385	9851.66538694319	12747.8608826006	13212.2633267787
C4orf33	500.659238561246	370.752132298059	265.674502040336	310.778780240193	302.562840216087
C4orf36	7.41107425501844	11.0948269016876	7.23627048358891	11.8617855053509	23.2740646320067
C4orf45	3.2938107800082	0	8.2700234098159	0	2.11582405745515
C4orf46	2051.2206632501	1950.84039688006	1246.70602902975	1078.2363024364	1239.87289766872
C4orf47	6.58762156001639	14.7931025355834	8.2700234098159	11.8617855053509	5.28956014363788
C4orf48	895.916532162229	928.267184107859	945.883927497693	982.155839843054	967.989506285732
C4orf50	0	0	0	0	0
C4orf51	2.47035808500615	0	2.06750585245397	0	1.05791202872758
C4orf54	0	0	0	0	0
C5	460.310056506145	343.939633952314	231.560655474845	255.028388365044	230.624822262612
C5AR1	15.6456012050389	24.038791620323	62.0251755736192	23.7235710107018	32.7952728905548
C5AR2	87.2859856702172	12.9439647186355	10.3375292622699	80.6601414363861	20.1003285458239
C5orf15	4519.10839017125	5073.10960079664	4421.36126547282	5277.30837133061	4615.67018133841
C5orf17	21.4097700700533	347.63790958621	150.92792722914	20.1650353590965	12.6949443447309
C5orf22	1192.35950236297	1469.13999556513	1222.92971172653	1297.67933428539	1259.97322621454
C5orf24	4405.47191826096	4018.17647622784	4480.28518226776	4376.99885147448	5350.91904130408
C5orf30	6759.72317327182	3026.11403743528	3720.47678149093	1505.26058062903	1737.09155117068
C5orf34	473.485299626178	133.137922820251	203.649326466716	163.692639973842	191.482077199691
C5orf38	644.763460186605	1371.13569126689	1240.50351147238	1253.79072791559	793.434021545682
C5orf46	0	12.9439647186355	28.9450819343556	11.8617855053509	2.11582405745515
C5orf47	0	0	0	0	0
C5orf49	3.2938107800082	0	0	0	5.28956014363788
C5orf51	3707.18403289923	4571.99325240375	3569.54885426179	4400.72242248518	3767.2247342989
C5orf52	0	0	0	0	0
C5orf58	0	0	0	0	0
C5orf60	4.9407161700123	3.69827563389585	0	2.37235710107018	0
C5orf63	103.755039570258	152.553869898204	250.168208146931	119.804033604044	125.891531418582
C5orf64	0	0	0	0	0
C5orf64-AS1	0	0	0	0	0
C5orf66	17.292506595043	22.1896538033751	43.4176229015335	22.5373924601667	60.3009856374718
C5orf66-AS1	0	0	0	0	0
C5orf66-AS2	0	1.84913781694793	0	0	0
C6	0	0	0	0	0
C6orf118	0	0	0	1.18617855053509	0
C6orf120	2364.13268735088	3199.00842331991	3006.15350946808	3244.19833571347	3074.29235548234
C6orf132	1312.58359583327	1806.60764715812	779.449706375148	1577.61747221167	814.592262120233
C6orf136	456.192793031135	448.415920609872	402.129888302298	311.964958790729	349.1109694801
C6orf141	0	0	0	0	0
C6orf15	0	0	0	0	0
C6orf163	25.5270335450635	54.5495655999638	23.7763173032207	43.8886063697983	3.17373608618273
C6orf201	25.5270335450635	12.9439647186355	17.5737997458588	21.3512139096316	27.505712746917
C6orf223	0	3.69827563389585	4.13501170490795	0	16.9265924596412
C6orf226	434.783022961082	282.918085993033	363.881030031899	327.385279947685	285.636247756445
C6orf47	954.381673507375	945.833993368865	868.352458030669	858.793270587405	830.460942551147
C6orf52	17.292506595043	7.39655126779171	6.20251755736192	17.7926782580263	16.9265924596412
C6orf58	13.1752431200328	23.1142227118491	14.4725409671778	10.6756069548158	6.34747217236545
C6orf62	13494.7427656936	12581.5337065137	12008.0739910527	12832.0795596886	12080.2974560402
C6orf89	8400.86439441091	11828.0100461074	9745.18883554181	9670.91372251259	6027.98273968973
C6orf99	13.1752431200328	0	6.20251755736192	4.74471420214036	7.40538420109303
C7	0	0	0	9.48942840428072	0
C7orf25	27.9973916300697	41.6056008813283	45.4851287539874	9.48942840428072	28.5636247756445
C7orf26	1279.64548803318	1258.33828443306	1250.84104073465	978.597304191449	1119.27092639378
C7orf31	69.1700263801721	159.950421165996	80.632728245705	85.4048556385265	144.933947935678
C7orf33	0	0	0	0	0
C7orf50	6828.89319965199	4341.77559419373	5228.7223008561	4621.35163288471	6424.69975046257
C7orf57	4.9407161700123	1.84913781694793	2.06750585245397	0	2.11582405745515
C7orf61	13.1752431200328	3.69827563389585	0	0	3.17373608618273
C7orf65	0	0	0	2.37235710107018	0
C7orf66	0	0	0	0	0
C7orf69	0	13.8685336271095	9.30377633604288	34.3991779655176	38.0848330341927
C7orf77	0	0	0	0	0
C8A	4.9407161700123	0	0	0	0
C8B	0	0	5.16876463113494	0	0
C8G	17.292506595043	60.0969790508076	38.2488582703985	35.5853565160527	29.6215368043721
C8orf31	122.694451555305	211.726280040538	206.750585245397	167.251175625448	138.586475763312
C8orf33	3336.6303201483	2346.55588970692	2871.76562905857	3272.66662092631	2543.22051706109
C8orf34	44.4664455301107	240.38791620323	470.357581433279	79.473962885851	66.6484578098373
C8orf34-AS1	0	7.39655126779171	28.9450819343556	1.18617855053509	0
C8orf37	126.811715030316	270.898690182871	176.771750384815	207.581246343641	167.150100538957
C8orf37-AS1	2.47035808500615	10.1702579932136	1.03375292622699	5.93089275267545	2.11582405745515
C8orf44	965.910011237404	948.607700094286	876.622481440485	855.2347349358	883.356543987526
C8orf44-SGK3	965.910011237404	948.607700094286	876.622481440485	855.2347349358	883.356543987526
C8orf48	207.510079140516	194.159470779532	208.818091097851	232.490995904878	181.960868941143
C8orf49	0	0	0	0	0
C8orf58	828.393411172062	610.215479592816	819.766070498001	695.100630613563	688.700730701652
C8orf74	0	0	0	0	0
C8orf76	70.8169317701762	95.2305975728182	105.442798475153	91.3357483912019	81.4592262120233
C8orf82	1342.22789285334	1638.33610581586	1737.73866898757	1717.58654117481	1788.92924057833
C8orf86	1.6469053900041	1.84913781694793	2.06750585245397	0	2.11582405745515
C8orf87	0	0	0	2.37235710107018	0
C8orf88	328.557625305818	129.439647186355	180.906762089723	194.533282287755	242.261854578615
C8orf89	0	11.0948269016876	0	0	2.11582405745515
C9	4.9407161700123	16.6422403525313	43.4176229015335	17.7926782580263	0
C9orf116	197.628646800492	135.911629545673	80.632728245705	193.34710373722	147.049771993133
C9orf129	3.2938107800082	12.0193958101615	0	10.6756069548158	15.8686804309136
C9orf131	4.9407161700123	10.1702579932136	4.13501170490795	4.74471420214036	4.2316481149103
C9orf135	4.9407161700123	0	9.30377633604288	7.11707130321054	2.11582405745515
C9orf135-DT	0	0	0	0	0
C9orf139	10.7048850350266	18.4913781694793	0	2.37235710107018	2.11582405745515
C9orf152	16.469053900041	22.1896538033751	15.5062938934048	32.0268208644474	6.34747217236545
C9orf153	6.58762156001639	7.39655126779171	2.06750585245397	8.30324985374563	2.11582405745515
C9orf16	1352.10932519336	1544.95464605999	1726.36738679907	1706.91093421999	1884.14132316381
C9orf163	3.2938107800082	1.84913781694793	13.4387880409508	11.8617855053509	4.2316481149103
C9orf170	11.5283377300287	24.963360528797	6.20251755736192	18.9788568085614	10.5791202872758
C9orf24	1.6469053900041	6.47198235931774	5.16876463113494	9.48942840428072	15.8686804309136
