Geneid	HH07	HH17	HH18	HH19	HH27
ENSG00000143870.12	19391	10833	12711	15724	23615
ENSG00000238962.1	0	0	0	0	0
ENSG00000232056.1	0	0	0	0	0
ENSG00000270488.1	0	0	0	0	0
ENSG00000271952.1	0	0	0	0	0
ENSG00000162975.4	14	0	0	30	2
ENSG00000226080.1	0	0	0	0	0
ENSG00000145063.14	0	0	0	0	0
ENSG00000150873.11	0	1	0	0	0
ENSG00000162976.12	1690	1796	1289	1257	1218
ENSG00000134318.13	10730	8960	6473	6848	6744
ENSG00000207267.1	0	0	0	0	0
ENSG00000230154.1	10	2	4	2	2
ENSG00000226961.3	0	0	0	0	0
ENSG00000230952.1	0	0	0	0	0
ENSG00000231403.1	0	0	0	0	0
ENSG00000224177.6	0	6	12	2	0
ENSG00000285569.1	0	12	11	5	0
ENSG00000169016.16	1262	1259	939	838	977
ENSG00000196208.13	2	26	22	0	2
ENSG00000201610.1	0	0	0	0	0
ENSG00000264010.1	0	0	0	0	0
ENSG00000251718.1	0	0	0	0	0
ENSG00000202248.1	0	0	0	0	0
ENSG00000285626.1	0	0	0	0	0
ENSG00000239899.3	0	0	0	0	0
ENSG00000169006.6	0	0	0	0	0
ENSG00000230044.1	0	0	0	0	0
ENSG00000276411.1	0	0	0	0	0
ENSG00000134324.11	4723	4682	4735	4095	4264
ENSG00000228496.1	0	0	0	0	0
ENSG00000203643.3	0	0	0	0	0
ENSG00000230790.2	2	0	0	0	0
ENSG00000265056.1	0	0	0	0	0
ENSG00000265172.1	0	0	2	0	0
ENSG00000224184.5	4	1	8	1	4
ENSG00000238503.1	0	0	0	0	0
ENSG00000264089.1	0	0	0	0	0
ENSG00000207183.1	0	0	0	0	0
ENSG00000223360.1	0	0	0	0	0
ENSG00000261117.1	0	0	5	0	4
ENSG00000071575.11	1479	1536	3593	1513	2147
ENSG00000264370.1	0	7	67	2	5
ENSG00000225649.5	0	0	14	4	1
ENSG00000285876.1	0	0	0	0	0
ENSG00000229370.1	0	0	0	2	0
ENSG00000230448.5	0	0	0	0	2
ENSG00000227718.1	0	0	0	0	0
ENSG00000251859.1	0	0	0	0	0
ENSG00000237261.2	0	0	0	0	0
ENSG00000228505.5	0	0	0	0	0
ENSG00000162981.13	75	66	45	68	62
ENSG00000235127.1	0	0	0	0	0
ENSG00000151779.12	3460	3872	3881	3180	3111
ENSG00000229087.1	0	0	0	0	0
ENSG00000234022.1	2	0	0	0	0
ENSG00000079785.14	10217	7928	9390	6860	11992
ENSG00000224194.1	0	0	0	0	0
ENSG00000231031.6	0	0	0	0	0
ENSG00000237326.1	0	0	0	0	0
ENSG00000202160.1	0	0	0	0	0
ENSG00000214657.4	0	0	0	0	0
ENSG00000238371.1	0	0	0	0	0
ENSG00000223850.1	0	0	0	0	0
ENSG00000233718.7	0	0	0	0	0
ENSG00000134323.11	0	0	0	0	0
ENSG00000243541.3	0	0	0	0	0
ENSG00000226764.2	0	0	0	0	0
ENSG00000236289.2	0	0	0	0	0
ENSG00000236989.5	0	0	0	0	0
ENSG00000271315.1	0	0	0	0	0
ENSG00000251704.1	0	0	0	0	0
ENSG00000226041.1	0	0	0	0	0
ENSG00000228876.3	0	0	0	0	0
ENSG00000231266.1	0	0	0	0	0
ENSG00000285354.1	0	0	0	0	0
ENSG00000232444.1	0	0	0	0	0
ENSG00000224400.5	0	0	0	0	0
ENSG00000237633.3	0	0	0	0	0
ENSG00000279663.2	0	0	0	0	0
ENSG00000197872.11	20	10	14	70	4
ENSG00000223536.5	0	0	0	0	0
ENSG00000224604.1	0	0	0	0	0
ENSG00000237670.1	0	0	0	0	0
ENSG00000222842.1	0	0	0	0	0
ENSG00000214843.3	0	0	0	0	0
ENSG00000236348.1	0	0	0	0	4
ENSG00000214842.5	0	8	4	3	12
ENSG00000163032.11	0	136	60	60	308
ENSG00000163029.15	3907	2576	2043	2165	2326
ENSG00000178295.14	2186	860	747	621	948
ENSG00000151379.3	0	0	0	0	0
ENSG00000170745.11	628	165	59	175	96
ENSG00000212455.1	0	0	0	0	0
ENSG00000260331.1	0	4	0	4	6
ENSG00000240857.1	913	945	951	799	594
ENSG00000250741.6	0	0	0	0	0
ENSG00000185013.16	16	4	27	21	6
ENSG00000207170.1	0	0	0	0	0
ENSG00000224626.1	0	0	0	0	0
ENSG00000236204.6	36	43	39	39	50
ENSG00000266738.1	0	0	0	4	0
ENSG00000143867.6	2391	2743	2903	3312	546
ENSG00000234597.1	0	0	0	0	4
ENSG00000237992.2	0	0	0	0	2
ENSG00000235911.1	0	0	0	0	0
ENSG00000213403.2	0	0	0	0	0
ENSG00000228784.8	55	84	69	72	15
ENSG00000183891.5	395	335	249	240	359
ENSG00000271991.1	2	0	2	2	0
ENSG00000118965.14	884	1293	591	777	940
ENSG00000227210.1	0	13	3	0	4
ENSG00000132031.12	279	251	244	134	228
ENSG00000068697.6	29089	49135	42483	33033	31141
ENSG00000223734.2	8	2	7	2	4
ENSG00000234378.1	2	0	0	0	0
ENSG00000213729.3	0	0	0	0	2
ENSG00000266059.2	0	0	0	0	0
ENSG00000200763.1	0	0	0	0	0
ENSG00000115884.10	9364	6896	3223	3915	7060
ENSG00000235411.1	4	4	0	4	0
ENSG00000238735.1	0	0	0	0	0
ENSG00000055917.15	6349	6506	5039	4744	4675
ENSG00000232800.1	0	0	0	0	0
ENSG00000212171.1	0	0	0	0	0
ENSG00000143878.9	9080	5854	10898	5552	8907
ENSG00000228950.1	0	0	0	0	0
ENSG00000200829.1	0	0	0	0	0
ENSG00000227047.1	0	0	0	0	0
ENSG00000279307.2	42	26	30	28	48
ENSG00000118960.12	2749	2845	2653	2234	2174
ENSG00000269976.1	5	0	2	10	5
ENSG00000231948.2	0	16	10	16	0
ENSG00000233416.1	4	18	7	4	4
ENSG00000143869.6	8	21	6	10	0
ENSG00000270100.1	0	0	0	0	0
ENSG00000118961.14	1011	932	949	812	1000
ENSG00000236436.1	0	0	0	0	0
ENSG00000261012.2	0	0	0	0	0
ENSG00000084674.14	0	0	0	0	0
ENSG00000280390.1	0	0	0	0	0
ENSG00000218819.4	0	0	0	0	0
ENSG00000271629.1	0	0	0	0	0
ENSG00000233005.1	0	0	0	0	0
ENSG00000231204.6	0	0	0	0	0
ENSG00000270654.1	0	0	0	0	0
ENSG00000235537.2	0	0	0	0	0
ENSG00000228538.6	0	0	0	0	0
ENSG00000229621.1	0	0	0	0	0
ENSG00000264192.1	0	0	0	0	0
ENSG00000228999.3	0	0	0	0	0
ENSG00000223691.1	0	0	0	0	0
ENSG00000234189.1	0	0	0	0	0
ENSG00000206882.1	0	0	0	0	0
ENSG00000234207.1	0	0	0	0	0
ENSG00000233587.1	0	0	0	0	0
ENSG00000222616.1	0	0	0	0	0
ENSG00000232451.1	0	0	0	0	0
ENSG00000223530.1	0	0	0	0	0
ENSG00000233714.1	0	0	0	0	0
ENSG00000223634.1	0	0	0	0	0
ENSG00000235497.5	0	0	4	3	0
ENSG00000119771.14	677	1115	612	708	681
ENSG00000224361.1	4	3	0	6	0
ENSG00000279526.1	2	0	0	0	2
ENSG00000283031.1	21	28	6	18	15
ENSG00000119778.14	956	832	658	629	723
ENSG00000224464.2	0	0	2	0	0
ENSG00000238111.1	1	0	2	0	0
ENSG00000173960.13	2282	3147	1827	1510	1597
ENSG00000234946.1	0	2	0	0	0
ENSG00000243847.3	2	0	0	0	0
ENSG00000205639.10	38	63	26	35	4
ENSG00000163026.11	804	756	664	548	528
ENSG00000222940.1	0	2	0	0	0
ENSG00000119782.13	66	111	36	47	35
ENSG00000115128.6	4827	4176	3844	3510	4864
ENSG00000219626.8	160	307	236	163	205
ENSG00000115129.13	3065	2279	9145	2628	3467
ENSG00000176732.6	38	27	68	29	20
ENSG00000276087.2	0	0	0	4	0
ENSG00000232642.1	2	6	0	1	0
ENSG00000186453.12	46	7	6	2	4
ENSG00000223754.1	3	1	2	0	2
ENSG00000198399.14	2192	2400	2017	1517	1775
ENSG00000242628.5	0	0	0	0	0
ENSG00000251805.1	0	0	0	0	0
ENSG00000232963.1	0	0	0	0	0
ENSG00000233747.1	0	2	0	2	0
ENSG00000084676.15	1605	2292	1730	1497	1438
ENSG00000202430.1	0	0	0	0	0
ENSG00000206732.1	0	0	0	0	0
ENSG00000184924.5	379	348	325	355	280
ENSG00000138092.10	2607	602	592	519	784
ENSG00000138031.14	3829	2881	2229	2154	1388
ENSG00000271936.1	135	25	46	15	36
ENSG00000115137.11	608	488	457	391	345
ENSG00000237953.1	0	0	0	0	0
ENSG00000202479.1	0	0	0	0	0
ENSG00000224165.5	56	44	29	29	25
ENSG00000207069.1	0	0	0	0	0
ENSG00000084710.13	579	50	113	68	54
ENSG00000276653.1	0	0	0	0	0
ENSG00000229593.1	0	8	0	0	0
ENSG00000115138.10	84	4	24	20	62
ENSG00000230452.1	0	0	2	0	0
ENSG00000119772.16	761	1555	871	928	1151
ENSG00000221445.3	0	2	1	1	0
ENSG00000235072.2	0	1	0	2	0
ENSG00000138101.18	248	333	162	121	192
ENSG00000224220.1	0	0	0	0	0
ENSG00000201160.1	0	0	0	0	0
ENSG00000143970.16	3682	3504	2723	2507	2719
ENSG00000187536.4	0	0	0	0	0
ENSG00000217643.1	0	0	0	0	2
ENSG00000218682.1	0	6	1	0	0
ENSG00000217718.1	0	0	0	0	0
ENSG00000084731.14	2924	1913	1724	1602	2422
ENSG00000237629.1	0	5	2	15	4
ENSG00000268412.2	28	6	12	4	0
ENSG00000084733.10	11444	10968	9886	8239	9443
ENSG00000199872.1	0	0	0	0	0
ENSG00000235440.1	2	0	0	0	0
ENSG00000231655.1	4	10	3	0	8
ENSG00000214465.3	0	0	0	0	2
ENSG00000227133.1	4	0	0	0	0
ENSG00000237951.1	0	0	0	0	0
ENSG00000157833.12	638	636	216	411	677
ENSG00000084754.11	13621	10653	10116	8992	9940
ENSG00000138029.13	6544	6429	6394	6034	5243
ENSG00000173567.14	41	80	77	39	27
ENSG00000138018.17	2757	1558	1545	1434	2323
ENSG00000157856.11	0	2	6	6	0
ENSG00000115155.17	12	2	0	4	2
ENSG00000173557.14	0	0	0	0	0
ENSG00000157884.10	0	0	0	0	0
ENSG00000225378.1	0	0	0	0	0
ENSG00000225024.1	0	0	0	0	0
ENSG00000171303.6	0	0	6	0	2
ENSG00000213699.8	2750	2506	2592	2120	1753
ENSG00000115163.14	1788	185	150	186	387
ENSG00000145835.6	0	0	0	0	0
ENSG00000157851.16	0	0	0	0	0
ENSG00000230286.1	0	0	0	0	0
ENSG00000084764.11	1082	1305	1338	930	1158
ENSG00000205500.8	2	0	6	2	0
ENSG00000119777.19	7545	7176	7547	5596	7102
ENSG00000084693.15	1596	1554	1082	1107	1392
ENSG00000231636.1	0	1	0	0	0
ENSG00000272056.1	3	0	2	4	12
ENSG00000229122.1	16	37	13	25	33
ENSG00000272148.1	16	30	20	12	17
ENSG00000228474.5	9006	9834	10866	9286	10454
ENSG00000138080.13	28177	32852	30336	26202	33778
ENSG00000138030.12	18	28	5	0	7
ENSG00000138028.15	78	462	65	149	88
ENSG00000143994.13	0	15	4	8	6
ENSG00000138073.13	3299	6349	3037	2528	2642
ENSG00000186143.11	0	0	0	0	0
ENSG00000163792.6	0	0	0	0	0
ENSG00000236099.1	0	0	0	0	0
ENSG00000138074.14	1231	1373	984	791	955
ENSG00000138085.16	3285	2850	2691	3400	2837
ENSG00000084774.13	6142	4699	3995	3629	4015
ENSG00000115194.10	0	8	6	0	0
ENSG00000163793.12	0	0	0	0	0
ENSG00000138100.13	0	4	3	0	2
ENSG00000163794.6	23	95	29	16	8
ENSG00000115204.14	5090	6932	5961	4463	4113
ENSG00000115207.13	2835	1657	1725	1509	1893
ENSG00000234945.7	13	7	11	6	7
ENSG00000234072.1	283	316	227	206	207
ENSG00000115211.15	2031	1791	1609	1473	1668
ENSG00000115234.10	13824	10615	9653	9424	9138
ENSG00000163795.13	1551	1770	1633	1311	1261
ENSG00000115241.10	9483	5548	4761	3920	5361
ENSG00000213453.3	8	34	44	41	36
ENSG00000115216.13	11939	10408	9273	8232	10186
ENSG00000157992.12	57	19	25	37	23
ENSG00000138002.14	1381	1724	1132	1053	1261
ENSG00000235267.1	4	6	0	0	4
ENSG00000200003.1	0	0	0	3	0
ENSG00000115226.9	1405	1208	940	1029	822
ENSG00000084734.8	27	28	14	23	1
ENSG00000221843.4	274	284	259	183	130
ENSG00000243943.9	1119	922	748	819	922
ENSG00000259080.1	0	0	0	0	0
ENSG00000176714.9	99	124	87	46	45
ENSG00000198522.13	1884	1335	1084	898	1305
ENSG00000206731.1	0	0	1	0	0
ENSG00000119760.15	2740	3032	2593	2107	2456
ENSG00000163798.13	2698	1894	1714	1379	2032
ENSG00000205334.2	8	6	10	6	3
ENSG00000243147.7	2856	2330	2272	2127	2423
ENSG00000171174.14	111	123	110	139	50
ENSG00000158019.20	735	1142	1002	728	709
ENSG00000270846.1	0	4	0	0	0
ENSG00000265321.1	7	13	8	10	11
ENSG00000270528.1	0	0	0	0	0
ENSG00000277035.1	0	0	0	0	0
ENSG00000223522.1	9	20	5	18	6
ENSG00000225991.1	0	0	0	0	0
ENSG00000229951.5	14	36	14	21	15
ENSG00000075426.11	11476	12890	10732	8409	17473
ENSG00000270640.1	0	5	11	1	1
ENSG00000270210.1	6	6	14	6	17
ENSG00000227938.1	0	0	2	0	0
ENSG00000163803.12	77	24	58	24	44
ENSG00000242915.1	0	0	0	0	0
ENSG00000230730.1	1	0	0	0	0
ENSG00000222232.1	0	0	0	0	0
ENSG00000226833.5	11	12	6	10	8
ENSG00000213639.9	9373	6510	5665	5711	7063
ENSG00000163806.15	24	15	24	9	9
ENSG00000273233.1	2	2	2	0	0
ENSG00000171103.10	702	643	568	406	465
ENSG00000163811.11	3950	2874	2796	2251	3749
ENSG00000264994.1	0	4	0	0	0
ENSG00000265145.1	0	0	1	1	0
ENSG00000222224.1	1	2	2	1	0
ENSG00000265706.1	6	1	0	2	3
ENSG00000189350.12	6	0	1	2	2
ENSG00000200283.1	0	0	0	0	0
ENSG00000179270.6	0	0	0	2	0
ENSG00000229224.1	0	0	0	0	0
ENSG00000115295.19	2637	5109	3712	3328	3609
ENSG00000171094.17	10	4	8	0	12
ENSG00000242699.3	0	0	0	0	0
ENSG00000230737.1	0	0	0	0	0
ENSG00000197644.2	0	0	0	0	0
ENSG00000233862.5	4	2	5	0	1
ENSG00000225943.1	0	0	0	0	0
ENSG00000119801.12	4830	7368	7801	6036	5333
ENSG00000207187.1	0	0	0	0	0
ENSG00000231712.1	0	0	0	0	0
ENSG00000213626.12	27859	17531	13904	42673	9346
ENSG00000235997.2	22	14	59	134	2
ENSG00000280154.1	0	0	0	0	0
ENSG00000172954.13	1480	990	870	1486	670
ENSG00000278908.1	0	0	0	0	0
ENSG00000162949.16	0	0	0	0	0
ENSG00000230118.1	0	0	0	0	0
ENSG00000285984.1	2	0	0	0	0
ENSG00000158089.14	58	88	28	29	38
ENSG00000234579.1	0	0	0	0	0
ENSG00000214711.9	8	8	9	0	8
ENSG00000201671.1	0	0	0	0	0
ENSG00000013016.15	5182	1655	2351	2300	3785
ENSG00000213620.3	0	0	0	0	0
ENSG00000158125.9	64	23	28	38	12
ENSG00000277893.1	0	0	0	0	0
ENSG00000228563.1	0	0	0	0	0
ENSG00000270422.1	0	2	0	0	0
ENSG00000223647.1	0	0	0	0	0
ENSG00000237007.4	1	0	0	0	4
ENSG00000242272.1	2	0	0	2	2
ENSG00000273165.1	9	0	2	0	0
ENSG00000162959.13	404	377	248	323	334
ENSG00000162961.13	3034	2689	2593	1915	2515
ENSG00000271228.1	10	6	5	16	2
ENSG00000021574.12	1110	1287	940	926	1222
ENSG00000272716.1	37	28	8	10	4
ENSG00000152683.14	2795	2470	2482	1726	1929
ENSG00000229816.1	30	33	0	24	11
ENSG00000201113.1	0	0	0	0	0
ENSG00000091106.18	14	14	30	18	3
ENSG00000119820.10	4011	5388	3613	3516	3526
ENSG00000272754.1	0	8	0	4	2
ENSG00000115760.14	7609	7939	6989	5786	6000
ENSG00000230046.1	0	0	0	0	0
ENSG00000276334.1	51	60	98	81	36
ENSG00000276517.1	30	30	39	24	49
ENSG00000207653.1	0	4	0	0	0
ENSG00000274159.1	0	0	0	2	0
ENSG00000279897.2	4	1	0	3	2
ENSG00000279544.1	10	8	2	6	2
ENSG00000018699.12	1673	1484	1017	1099	1211
ENSG00000265057.1	0	0	0	0	0
ENSG00000230876.7	0	5	0	1	0
ENSG00000236854.1	0	0	0	0	0
ENSG00000206951.1	0	0	0	0	0
ENSG00000049323.15	3624	39702	5892	15475	17477
ENSG00000223951.1	0	0	0	0	0
ENSG00000285577.1	0	3	0	0	4
ENSG00000212204.1	0	0	0	0	0
ENSG00000252246.1	0	2	0	1	0
ENSG00000283591.1	0	0	0	0	0
ENSG00000152689.17	157	229	173	129	155
ENSG00000237133.1	1	8	7	3	8
ENSG00000119812.18	8102	7107	8062	5856	8978
ENSG00000238038.1	0	0	0	0	0
ENSG00000187999.4	0	0	0	0	0
ENSG00000228262.9	0	0	2	0	0
ENSG00000239649.3	0	0	0	0	0
ENSG00000235064.1	0	0	0	0	2
ENSG00000237790.1	0	0	0	0	0
ENSG00000285754.1	0	0	0	0	0
ENSG00000272027.2	0	0	0	0	0
ENSG00000232153.2	0	0	0	0	0
ENSG00000226994.7	0	0	0	0	0
ENSG00000264352.2	0	0	0	0	0
ENSG00000237320.2	0	0	0	0	0
ENSG00000196085.5	0	0	0	0	0
ENSG00000265301.1	0	0	0	0	0
ENSG00000207255.1	0	0	0	0	0
ENSG00000229013.1	0	0	0	0	0
ENSG00000234587.1	0	0	0	0	0
ENSG00000233752.1	0	0	0	0	0
ENSG00000260025.1	401	490	369	379	304
ENSG00000150938.9	81100	68410	61141	55328	55136
ENSG00000273090.1	1	0	0	2	1
ENSG00000171055.14	9225	5104	6267	4051	4255
ENSG00000270677.1	0	0	0	0	0
ENSG00000205221.12	852	443	2072	2171	140
ENSG00000279519.1	181	74	63	66	128
ENSG00000115808.11	3688	2495	2331	2523	2543
ENSG00000252756.1	0	2	0	1	0
ENSG00000008869.11	2493	1986	1792	1738	1771
ENSG00000152133.14	1556	1024	1003	741	1036
ENSG00000055332.17	5477	6599	5344	4513	5609
ENSG00000224891.1	2	2	0	1	3
ENSG00000138068.10	0	2	0	0	0
ENSG00000233159.1	0	0	0	0	0
ENSG00000218739.9	2554	1934	1918	1617	1553
ENSG00000115816.14	2027	1571	1450	1155	1485
ENSG00000272054.1	63	44	21	52	37
ENSG00000003509.15	924	930	813	858	752
ENSG00000115825.9	6661	5165	2962	4553	3637
ENSG00000232028.1	9	2	1	1	2
ENSG00000207364.1	0	0	0	0	0
ENSG00000285925.1	6	0	0	0	0
ENSG00000115828.16	1270	1373	844	2074	1356
ENSG00000253078.1	0	0	0	0	0
ENSG00000236213.1	2	1	1	0	0
ENSG00000163171.7	29167	26731	27557	21297	21673
ENSG00000236572.1	0	0	0	0	0
ENSG00000225402.1	18	26	70	21	10
ENSG00000237803.5	38	43	44	52	31
ENSG00000115841.19	520	959	572	667	332
ENSG00000235848.4	13	76	49	61	2
ENSG00000138061.11	6330	60283	39596	36426	5616
ENSG00000232973.12	84	445	377	397	68
ENSG00000280276.1	0	5	2	0	2
ENSG00000229160.1	1	0	8	2	2
ENSG00000199603.1	0	0	0	0	0
ENSG00000273006.1	3	1	28	7	0
ENSG00000227292.1	0	2	2	1	0
ENSG00000227770.1	0	0	0	0	0
ENSG00000213594.4	0	0	0	0	0
ENSG00000119787.13	2322	1859	1364	1541	1743
ENSG00000231367.5	0	0	4	0	0
ENSG00000235009.1	0	0	0	0	0
ENSG00000213553.4	556	446	380	447	452
ENSG00000271443.1	0	0	0	0	0
ENSG00000143889.15	4025	3040	2555	2526	3165
ENSG00000235586.1	15	5	1	6	1
ENSG00000143891.16	1336	409	812	912	698
ENSG00000232518.3	0	0	0	0	0
ENSG00000115875.18	9220	5140	3951	4235	5607
ENSG00000152147.10	985	572	542	441	405
ENSG00000227238.1	0	0	0	0	0
ENSG00000232114.1	0	0	0	0	0
ENSG00000163214.20	2084	1374	1311	1177	1381
ENSG00000223922.1	2	14	3	16	2
ENSG00000225284.1	0	0	0	0	0
ENSG00000188010.13	1184	1074	790	914	1106
ENSG00000207295.1	0	0	0	0	0
ENSG00000214694.11	34	58	15	16	16
ENSG00000265905.2	0	0	0	0	0
ENSG00000269210.2	6	5	1	1	11
ENSG00000115904.12	2803	3833	3074	2612	2342
ENSG00000229692.3	70	60	56	51	17
ENSG00000206985.1	0	0	0	0	0
ENSG00000225900.1	1	0	0	0	0
ENSG00000202309.1	0	0	0	0	0
ENSG00000205111.8	6	10	0	0	2
ENSG00000011566.14	2460	2560	1866	1446	1950
ENSG00000252473.1	3	1	8	7	7
ENSG00000273035.1	1	6	2	2	4
ENSG00000231312.6	217	512	337	213	190
ENSG00000152154.10	8	44	33	14	12
ENSG00000138050.14	464	459	542	423	472
ENSG00000227028.6	4	4	0	4	4
ENSG00000235653.1	0	0	0	0	0
ENSG00000183023.18	2463	1300	1075	516	2958
ENSG00000285898.1	0	0	0	0	0
ENSG00000233128.1	0	4	4	0	0
ENSG00000237442.3	0	0	0	0	0
ENSG00000236090.2	8	8	10	6	2
ENSG00000236533.1	0	0	0	0	0
ENSG00000207218.1	0	0	0	0	0
ENSG00000223245.1	0	0	0	0	0
ENSG00000214691.8	0	0	0	0	2
ENSG00000234362.5	4	35	10	33	6
ENSG00000205086.7	0	0	0	0	0
ENSG00000226398.1	0	0	0	0	0
ENSG00000162878.12	838	3039	782	1438	226
ENSG00000224875.2	0	4	29	0	6
ENSG00000143924.18	4116	3422	4035	2692	5255
ENSG00000115944.14	5603	6711	6641	5819	7370
ENSG00000221300.1	0	0	0	0	0
ENSG00000171126.7	0	0	0	0	0
ENSG00000232526.1	0	0	0	0	0
ENSG00000236913.1	0	2	0	0	0
ENSG00000057935.13	1806	2348	1858	1771	1744
ENSG00000273913.1	0	0	0	0	0
ENSG00000215263.2	0	0	0	0	0
ENSG00000226523.1	0	0	0	0	0
ENSG00000200550.1	1	2	5	4	1
ENSG00000162881.6	24	14	15	0	15
ENSG00000162882.14	441	181	138	83	306
ENSG00000226491.1	0	9	4	3	0
ENSG00000232202.1	2	6	26	4	1
ENSG00000224739.2	3	4	6	0	0
ENSG00000231826.5	6	2	4	1	0
ENSG00000233978.1	0	4	0	0	0
ENSG00000207087.1	0	0	0	3	0
ENSG00000230587.1	6	5	0	0	0
ENSG00000152518.7	11576	11022	11141	6620	5993
ENSG00000279873.2	20	52	29	37	8
ENSG00000234936.1	0	5	8	1	2
ENSG00000115970.18	1406	1808	1225	1023	1620
ENSG00000252804.1	0	0	0	0	0
ENSG00000264071.2	0	0	0	0	0
ENSG00000207411.1	0	0	0	0	0
ENSG00000152527.13	196	948	786	476	336
ENSG00000223658.7	29	18	6	4	10
ENSG00000229695.1	0	2	0	0	2
ENSG00000252490.1	0	0	0	0	0
ENSG00000138036.18	555	948	783	813	745
ENSG00000138075.12	2	4	2	0	0
ENSG00000143921.7	2	8	2	2	0
ENSG00000138095.18	6333	6088	5015	4903	4796
ENSG00000200924.1	0	0	0	0	5
ENSG00000264047.2	0	0	0	0	0
ENSG00000219391.1	2	2	0	0	0
ENSG00000252599.1	0	0	0	0	0
ENSG00000224637.1	0	0	0	0	2
ENSG00000273106.1	0	0	0	1	0
ENSG00000138032.20	791	530	454	397	606
ENSG00000285542.1	0	0	0	0	0
ENSG00000226972.2	0	0	0	0	0
ENSG00000138079.13	0	0	6	2	0
ENSG00000138078.15	2783	4237	3538	2304	3152
ENSG00000143919.14	298	262	305	160	257
ENSG00000259439.2	0	0	0	0	0
ENSG00000278957.1	0	0	0	0	0
ENSG00000274520.1	0	0	0	0	0
ENSG00000277311.1	0	0	0	0	0
ENSG00000276229.1	0	0	0	0	0
ENSG00000277809.1	0	0	0	0	0
ENSG00000276048.1	0	0	0	0	0
ENSG00000274547.1	0	0	0	0	0
ENSG00000276670.1	0	0	0	0	0
ENSG00000236502.1	0	0	0	0	0
ENSG00000138083.4	0	0	0	0	0
ENSG00000225156.2	0	0	0	0	0
ENSG00000231848.1	0	0	2	6	0
ENSG00000170577.7	34	134	22	40	4
ENSG00000231156.1	4	0	0	5	0
ENSG00000205054.7	13	14	4	22	0
ENSG00000231054.1	0	0	0	1	0
ENSG00000068784.12	1433	1232	808	769	865
ENSG00000239396.3	0	0	0	0	0
ENSG00000171132.13	1380	1042	1029	791	1124
ENSG00000228481.1	0	0	0	0	0
ENSG00000233829.1	0	5	0	0	0
ENSG00000232696.1	0	0	0	0	2
ENSG00000231336.1	6	4	0	0	0
ENSG00000233335.1	0	0	0	0	0
ENSG00000278764.1	0	0	0	0	0
ENSG00000116016.13	14441	37791	53570	18113	28001
ENSG00000228100.1	0	0	0	0	0
ENSG00000187600.14	0	0	0	0	0
ENSG00000284608.1	0	0	0	0	0
ENSG00000241791.3	0	0	0	0	0
ENSG00000284701.1	0	0	0	0	0
ENSG00000250565.6	196	260	158	189	202
ENSG00000253515.1	0	2	2	0	4
ENSG00000119729.11	6150	10534	9059	7919	8046
ENSG00000250116.2	16	16	25	25	39
ENSG00000151665.12	631	583	438	482	390
ENSG00000119878.5	1408	1372	999	1185	1401
ENSG00000279254.1	2	10	12	35	4
ENSG00000222005.9	51	30	44	76	13
ENSG00000171150.8	6697	5376	8096	6878	4991
ENSG00000239332.5	401	96	113	370	207
ENSG00000226548.1	21	1	6	10	2
ENSG00000228925.1	37	39	23	44	22
ENSG00000180398.12	20917	21713	21578	16485	12638
ENSG00000068724.15	3669	4159	3135	3098	2534
ENSG00000272814.1	0	1	0	0	0
ENSG00000233845.1	4	4	0	14	6
ENSG00000239605.10	6	9	1	11	7
ENSG00000273269.3	0	0	0	0	0
ENSG00000225187.1	8	4	3	0	10
ENSG00000143933.16	40676	24828	27429	22530	34339
ENSG00000234690.6	11	6	0	0	6
ENSG00000226087.1	0	0	0	0	2
ENSG00000236824.2	192	96	140	96	522
ENSG00000119888.10	0	0	3	22	0
ENSG00000222685.1	0	0	0	0	0
ENSG00000207923.1	0	0	0	0	0
ENSG00000277396.1	0	0	0	0	0
ENSG00000095002.14	2867	1157	1255	1023	1260
ENSG00000184261.4	4	5	14	2	0
ENSG00000235760.4	0	0	1	0	0
ENSG00000230979.3	26	28	38	34	34
ENSG00000116062.14	5248	3239	2848	2420	3432
ENSG00000224443.1	0	0	0	0	0
ENSG00000224058.2	0	0	0	0	0
ENSG00000283502.1	0	0	0	0	0
ENSG00000138081.20	2457	2267	1854	1693	2265
ENSG00000235369.1	2	5	0	2	5
ENSG00000236549.1	0	0	0	0	0
ENSG00000233230.1	375	393	317	269	326
ENSG00000226473.2	0	0	0	0	0
ENSG00000230773.7	0	2	0	2	0
ENSG00000275423.1	0	0	0	0	0
ENSG00000201010.1	0	0	0	0	0
ENSG00000170802.15	2084	1353	1079	1176	1230
ENSG00000251889.1	0	0	0	0	0
ENSG00000272663.1	24	3	13	11	11
ENSG00000162869.15	1444	1127	1060	888	1071
ENSG00000202227.1	0	0	0	3	1
ENSG00000243244.6	962	955	902	665	578
ENSG00000068781.21	6	1	0	0	0
ENSG00000242441.7	0	0	0	1	0
ENSG00000279956.1	0	0	0	2	1
ENSG00000239995.2	0	0	0	0	0
ENSG00000138039.14	0	0	0	0	2
ENSG00000232285.1	0	0	0	0	0
ENSG00000282890.1	0	0	0	0	2
ENSG00000214602.3	0	0	0	0	0
ENSG00000170820.11	0	0	2	0	0
ENSG00000212036.3	0	0	0	0	0
ENSG00000282998.1	0	0	0	0	0
ENSG00000206915.1	0	0	0	0	0
ENSG00000282828.1	0	0	0	0	0
ENSG00000234253.1	0	0	0	0	0
